AOD,gAOD,MI,AOD_comp,Within_comp,Sep_comp
0.25559506875296345,0.25559506875296345,0.04203275491943971,0.3272058823529412,0.030219780219780223,0.3285984244680711
0.21590909090909083,0.21590909090909088,0.0386383973009517,0.44999999999999996,0.21875,0.5003514389906358
0.12171717171717178,0.12171717171717172,0.022403999825757737,-0.25,0.10227272727272724,0.2701105528182889
0.19940720474236207,0.19940720474236207,0.02225246637819318,0.19166666666666665,-0.22619047619047616,0.29647637786236103
0.10547333803147763,0.10547333803147757,0.00505035566959618,-0.07692307692307693,-0.14761904761904762,0.16645883269826284
0.1738030276359796,0.17380302763597952,0.023856101477663438,0.025000000000000022,-0.07539682539682538,0.07943350225137612
0.02857142857142858,0.02857142857142858,0.009674251694803055,-0.08974358974358973,-0.20833333333333337,0.22684067024641663
0.22050944224857266,0.22050944224857272,0.025191041325556135,0.23397435897435898,0.015000000000000013,0.23445468785559012
-0.030303030303030276,-0.030303030303030318,0.004619650903790106,-0.10119047619047623,-0.37368421052631584,0.3871426115378302
0.10881316098707394,0.10881316098707403,0.007787942779835382,0.2857142857142857,-0.2142857142857143,0.35714285714285715
0.13994959032930904,0.139949590329309,0.020150696227558662,0.09957040508511095,-0.08792670998592053,0.284700995587169
0.08613735271092746,0.08613735271092746,0.012653366041859099,0.2169952494233614,0.17021682508242028,0.1124785349428154
