Acc_lr,Acc_unweight,Acc_weighted,F1_lr,F1_unweight,F1_weighted,AOD_lr,AOD_unweight,AOD_weighted,EOD_lr,EOD_unweight,EOD_weighted,I_sep_lr,I_sep_bi,I_sep_weighted_bi,violate_r,violate_r_w
0.8157894736842105,0.7697368421052632,0.756578947368421,0.8227848101265823,0.7712418300653595,0.7482993197278912,-0.0946396740514387,-0.09425770308123249,0.009924879042526091,-0.08689839572192515,-0.014705882352941124,0.050802139037433136,0.005783039913564841,0.0031040570711025673,0.00023061757704770223,1.0,0.36
0.8223684210526315,0.7697368421052632,0.756578947368421,0.8421052631578947,0.7928994082840237,0.783625730994152,-0.05515890566753012,-0.006681620016427581,0.03628819949032236,-0.07250268528464021,-0.03437164339419985,0.01235230934479048,0.002698402374346064,0.0001460834551375757,0.0004736558393930621,0.73,0.43
0.8355263157894737,0.7697368421052632,0.7960526315789473,0.8520710059171598,0.8066298342541437,0.8187134502923976,-0.07437499999999997,0.06607142857142867,0.15875000000000006,-0.14875000000000005,0.025000000000000022,0.0675,0.0067134165344777804,0.0019078439899949406,0.011589952846855057,1.0,0.36
0.8355263157894737,0.7697368421052632,0.7828947368421053,0.8571428571428571,0.782608695652174,0.8023952095808383,-0.08464487489911221,0.047603589002577495,0.02658231143742351,-0.08333333333333337,0.03830645161290325,-0.037634408602150504,0.00574708063500902,0.0011542533784572283,6.694599094068601e-05,1.0,0.23
0.8223684210526315,0.756578947368421,0.7828947368421053,0.847457627118644,0.7784431137724551,0.8070175438596491,-0.025312943605626637,0.04553490773002966,0.022015743966963486,-0.14692218350754938,-0.005226480836236891,-0.05226480836236924,0.002703182261905286,0.0005772637209068532,1.2872961751183207e-06,1.0,0.65
0.8026315789473685,0.7828947368421053,0.7763157894736842,0.8314606741573034,0.7950310559006211,0.8,-0.19324675324675322,-0.06108225108225107,-0.02419913419913422,-0.12285714285714289,0.06571428571428573,0.04857142857142849,0.01897194069460111,0.00015864570004288015,1.2528511062211738e-06,1.0,0.52
0.8289473684210527,0.7631578947368421,0.8026315789473685,0.8505747126436781,0.75,0.8170731707317073,-0.10351762656282026,-0.004461251766431862,0.0898102501591137,-0.12195121951219512,-0.051989730423619984,0.011553273427471145,0.009690863126646777,0.0001241519279529913,0.003778060413678505,1.0,0.32
0.8092105263157895,0.7236842105263158,0.7368421052631579,0.8379888268156425,0.7375,0.75,0.02122153209109734,0.07104037267080743,0.09575569358178049,-0.10041407867494823,0.052795031055900554,0.12008281573498958,0.0010867866319911653,0.0018477188768222397,0.005924717651727133,1.0,0.61
0.8223684210526315,0.743421052631579,0.7697368421052632,0.8491620111731844,0.7577639751552795,0.7852760736196319,-0.15500775630850527,0.03737245932752431,0.010152036758264593,-0.042740414833438156,0.11125078566939028,-0.020113136392206243,0.01163888572193733,0.0018853952899044158,5.70647569761839e-07,1.0,0.26
0.8157894736842105,0.8092105263157895,0.7894736842105263,0.8494623655913979,0.8481675392670157,0.8279569892473119,-0.1955604883462818,-0.06488502054247713,0.05236676597153256,-0.2264150943396226,-0.14349553128103276,-0.12859980139026805,0.031057687875466033,0.007038630423189625,0.0005360426727922834,1.0,0.22
