# of comparisons,AOD,EOD,# of comparisons,AOD,EOD
3000,0.031063022347631225,0.004749484801648607,COMP,0.009946796206338187,-0.047798068467910224
3000,0.0650723902383214,0.059778456837280336,COMP,0.03025968309859157,0.06925540959431806
3000,0.06452079165893804,0.07440476190476192,COMP,0.048413712338975845,0.0453321492652806
3000,0.028222261383980568,0.011602156078944825,COMP,0.05720421710269426,0.0604551169053182
3000,0.05820476302726327,0.06810617744946829,COMP,0.031026811848729637,0.04777779554743678
3000,0.05681428080249695,0.06677018633540371,COMP,0.06620391103149725,0.05847054741578069
3000,0.05435456336494068,0.05891188251001339,COMP,0.03017127799736492,0.04773928317871205
3000,0.03416442717771717,0.012200532386867802,COMP,0.032116370118088926,-0.00751338268093555
3000,0.04411887707670434,0.03650611620795108,COMP,0.047928769891386724,0.02429015603000058
3000,0.06623636055906856,0.08453760299519242,COMP,0.032314026646928194,0.02125633433923587
AVG,0.05027717376370622,0.04775673575075324,AVG,0.03855855762805955,0.031926534112723705
STD,0.013970784751475344,0.0276678820187601,STD,0.015465849299557095,0.034171058499233506
ALL,0.04455813269651873,0.0377426949357903,ALL,0.04455813269651873,0.0377426949357903
