AOD,gAOD,MI,AOD_comp,Within_comp,Sep_comp,MI_comp,MI_comp2,Ratio
0.0,0.0,-3.947459643111668e-17,0.05987460815047023,0.014912280701754405,0.06170368560224156,0.00444314894111256,0.004443148941112571,-8.884373887595196e-15
0.0,0.0,-3.947459643111668e-17,-0.13398972602739725,0.03488372093023255,0.13845620486939297,0.006410212855823511,0.006410212855823502,-6.158078884269036e-15
0.0,0.0,-3.947459643111668e-17,0.09394409937888203,0.05465116279069768,0.10868414512929014,0.005435999789725794,0.005435999789725794,-7.261699403617505e-15
0.0,0.0,-3.947459643111668e-17,0.011764705882352941,0.079589216944801,0.08045403506589878,,,
0.0,0.0,-3.947459643111668e-17,-0.01608718214841723,0.010504201680672287,0.019212904060151668,0.0034903072938079027,0.0034903072938078867,-1.1309776792762034e-14
0.0,0.0,-3.947459643111668e-17,-0.05474176985804893,-0.003763440860215045,0.05487098371908354,0.005711024673574501,0.005711024673574503,-6.911998929678889e-15
0.0,0.0,-3.947459643111668e-17,-0.004647435897435909,0.020999115826702053,0.02150724356871481,0.0026477375758755385,0.00264773757587554,-1.4908802439782367e-14
0.0,0.0,-3.947459643111668e-17,-0.039625468164793995,0.0233416770963705,0.0459892554511413,0.0019032371167593998,0.0019032371167593996,-2.0740766394010437e-14
0.0,0.0,-3.947459643111668e-17,0.048418972332015836,-0.00934362934362934,0.0493122732288793,0.006314337534525816,0.006314337534525807,-6.251581613316634e-15
0.0,0.0,-3.947459643111668e-17,0.024999999999999994,0.007297551789077206,0.026043315113753542,0.00520342333748604,0.00520342333748603,-7.58627424117836e-15
0.0,0.0,-3.947459643111668e-17,-0.0120112445693841,0.10142276422764226,0.10213151863984728,,,
0.0,0.0,-3.947459643111668e-17,-0.008996212121212127,0.06666666666666667,0.06727091702195154,0.0016996713182708795,0.0016996713182708782,-2.322484118357379e-14
0.0,0.0,-3.947459643111668e-17,-0.01647727272727273,-0.010647544545849652,0.019618122269594977,,,
0.0,0.0,-3.947459643111668e-17,0.03980611045828439,0.010078878177037676,0.041062272405758354,0.0019230209800994125,0.0019230209800994047,-2.0527387293026828e-14
0.0,0.0,-3.947459643111668e-17,-0.012800417972831768,0.11944444444444446,0.1201283730386838,0.0035903205775068437,0.0035903205775068637,-1.0994727512195652e-14
0.0,0.0,-3.947459643111668e-17,0.025991561181434558,0.006580086580086603,0.026811542142325413,0.0044476439695809965,0.004447643969580991,-8.875394860986478e-15
0.0,0.0,-3.947459643111668e-17,-0.08046926635822871,-0.02049873203719356,0.08303915247257901,0.0087066376790503,0.008706637679050304,-4.533850825801502e-15
0.0,0.0,-3.947459643111668e-17,0.043574297188754996,-0.045431078988125984,0.06294999851881876,0.004633813466477033,0.004633813466477027,-8.518814302019839e-15
0.0,0.0,-3.947459643111668e-17,-0.004261363636363674,0.08068475452196383,0.08079720807250017,0.005466551794369674,0.005466551794369676,-7.22111450069382e-15
0.0,0.0,-3.947459643111668e-17,-0.0005115089514066695,0.004817275747508287,0.004844356204378521,0.002089578432862735,0.002089578432862736,-1.8891177191677005e-14
0.0,0.0,-3.947459643111667e-17,-0.0018122256930299062,0.027309468617532195,0.060744375329749266,0.004359803960994645,0.004359803960994643,-1.1341215309187373e-14
0.0,0.0,1.2402749593590476e-32,0.04978260244029372,0.04205283753233984,0.03613807900515342,0.001885109238147893,0.0018851092381478927,5.792162650529169e-15
