Acc_lr,Acc_unweight,Acc_weighted,F1_lr,F1_unweight,F1_weighted,violate_r,violate_r_w
0.7947016938658176,0.7176595462385564,0.7149175180222016,0.393202614379085,0.5997492163009405,0.595659264835027,1.0,1.0
0.7934191322807483,0.707487506081111,0.7058069081420547,0.33242818350721737,0.5888861263053208,0.586832298136646,1.0,1.0
0.7943036575118305,0.7093892353279377,0.7096103666357083,0.3957385994543329,0.5901066683301104,0.5903930131004367,1.0,1.0
0.7818318517535713,0.7124408473751713,0.7134138251293618,0.3635659914849697,0.5979967849635217,0.599654021994316,1.0,1.0
0.7866967405245234,0.7118659059749679,0.710671796913007,0.36597870382542397,0.6003802981046433,0.5978608310794197,1.0,1.0
0.7882888859404714,0.7040378576798904,0.7049223829109725,0.38761673276192915,0.587422934648582,0.5881481481481482,1.0,1.0
0.9597983282473133,0.7096103666357083,0.7117332271903056,0.9169483782549109,0.5921739130434782,0.5955572102258625,1.0,1.0
0.7825394719384371,0.711910132236522,0.7125292998982796,0.4423273222184416,0.6002700049091801,0.6041412911084044,1.0,1.0
0.7919154393879085,0.7112025120516563,0.7098314979434789,0.3923543846054501,0.5959158415841584,0.5946747389880769,1.0,1.0
0.7929768696652072,0.7130157887753749,0.7085489363584097,0.38866396761133604,0.6018774157923799,0.5932098765432099,1.0,1.0
