Acc_lr,Acc_unweight,Acc_weighted,F1_lr,F1_unweight,F1_weighted,AOD_lr,AOD_unweight,AOD_weighted,EOD_lr,EOD_unweight,EOD_weighted,I_sep_lr,I_sep_bi,I_sep_weighted_bi,violate_r,violate_r_w
0.6656501247574161,0.6723038536179651,0.6689769891876906,0.7182242990654205,0.7082922013820335,0.714354066985646,-0.23866121469128954,-0.10673698312375024,-0.10285623232540009,-0.18264166354103462,-0.0905467852813866,-0.08636157601368233,0.01953934849990884,0.003832050695348709,0.0036195919965048527,1.0,0.53
0.6764624341558082,0.681175492098697,0.6778486276684225,0.7180478376419425,0.7127872127872128,0.7083333333333334,-0.2485612574903514,-0.13508107144656378,-0.1253887063029644,-0.18254502443077003,-0.12396046017150819,-0.10665474463860769,0.019756033250597833,0.006321645943313094,0.005194754455492932,1.0,0.62
0.6775713889658996,0.6686997504851677,0.6673135569725533,0.7255133349067736,0.7014738945790657,0.7029702970297029,-0.2829275064604069,-0.10457168194074251,-0.09548314136586389,-0.20261296998965161,-0.07451420029895361,-0.06714096814993675,0.026391044577530044,0.003330208502492127,0.0027660094692586222,1.0,0.42
0.6725810923204879,0.668145273080122,0.6703631827003049,0.7184743742550656,0.7026086956521739,0.7064922241421872,-0.295104814226679,-0.11314190018171355,-0.11194995739697722,-0.23173043173043173,-0.09618872118872113,-0.09108166608166612,0.029539342203570473,0.00421008480964155,0.004076043455383951,1.0,0.52
0.6698087052952593,0.6728583310230108,0.6761851954532853,0.7123883120019319,0.6853333333333333,0.7000513610683102,-0.3505354623079775,-0.13715175137991475,-0.11387356334220189,-0.253850548093253,-0.12876640419947505,-0.09263084761463636,0.040849641876993616,0.006399583081642966,0.004202426894930434,1.0,0.62
0.6831161630163571,0.6775713889658996,0.6820072082062656,0.7288256227758008,0.7202309357709887,0.7287774887680303,-0.2417081496039165,-0.09418155026019481,-0.09453386991297374,-0.18909247065559698,-0.0933468668939611,-0.08094977834456796,0.02040129619664993,0.0033079867375118924,0.0031970297451667036,1.0,0.37
0.6753534793457167,0.674521763238148,0.6714721375103965,0.7244057425276536,0.7038345105953582,0.7050037341299478,-0.24208266556535685,-0.12050179565558905,-0.11778961515839748,-0.1814055375078234,-0.11682859952910318,-0.1058131910708432,0.019913819271024938,0.005084773926450049,0.004702334535500896,1.0,0.11
0.6814527308012198,0.6797892985860826,0.6797892985860826,0.7289455060155697,0.7098718914845517,0.7110332749562172,-0.2918676790275859,-0.1141412187829618,-0.1015802593216023,-0.22215770353165376,-0.09550056577928645,-0.09031921862902736,0.029200129138216648,0.004285395068186074,0.003482806828450667,1.0,0.28
0.6728583310230108,0.6700859439977821,0.6706404214028279,0.7159364467982667,0.6950281906714505,0.696319018404908,-0.25203999701892865,-0.10717854122399162,-0.10231674920257916,-0.21717117916851603,-0.10800414262464864,-0.10112146767273267,0.022180940187254816,0.004052189485376198,0.003662288786125493,1.0,0.21
0.6689769891876906,0.6662046021624619,0.668145273080122,0.7179971658006613,0.6906474820143885,0.6940966010733453,-0.29322831954502493,-0.1045233463794949,-0.09514263449878291,-0.2052228728562836,-0.10993413864643564,-0.10067487938717634,0.02921749556031942,0.00390557661783145,0.003256830136412497,1.0,0.42
