# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
1050.0,0.09644885159759298,0.03508771929824561,0.10091911764705885,-0.17204301075268816,-0.0711238931056293
1050.0,0.09644885159759298,0.03508771929824561,0.11719948849104857,-0.07307495849827611,0.04412452999277246
1050.0,0.09644885159759298,0.03508771929824561,0.17395833333333333,-0.015032377428307125,0.1589259559050262
1050.0,0.09644885159759298,0.03508771929824561,0.13190184049079756,-0.06686909581646425,0.06503274467433331
1050.0,0.09644885159759298,0.03508771929824561,0.1000174703004892,-0.10493784530386742,-0.004920375003378219
1050.0,0.09644885159759298,0.03508771929824561,0.14430111667308432,-0.08921676778819634,0.055084348884887974
1050.0,0.09644885159759298,0.03508771929824561,0.01729323308270675,-0.05244755244755246,-0.03515431936484571
1050.0,0.09644885159759298,0.03508771929824561,0.10622163840458562,-0.011834939254294088,0.09438669915029153
1050.0,0.09644885159759298,0.03508771929824561,0.07166666666666666,-0.013209829386299957,0.0584568372803667
1050.0,0.09644885159759298,0.03508771929824561,0.1677971908187736,-0.11266722408026754,0.05512996673850605
1050.0,0.09644885159759298,0.03508771929824561,0.11312760959085444,-0.07113336007562135,0.041994249515233104
0.0,0.0,0.0,0.04393385087240378,0.04875186545067196,0.06206191708323395
