AOD,gAOD,MI,AOD_comp,Within_comp,Sep_comp,MI_comp,MI_comp2,Ratio
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.3432669789227166,0.0077241843847009745,0.3433538726199803,0.02384423277553848,0.023844232775538494,1.8819244687682706
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.3195708875053714,0.00489023066863295,0.31960830167090964,0.021608190312354978,0.02160819031235497,2.076668358184306
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.30685929147241187,0.0069987955330633456,0.30693909477592496,0.021791383023731764,0.021791383023731774,2.05921051685538
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.289587975071846,0.03025435073627844,0.29116407924860144,0.01841977204166974,0.018419772041669728,2.4361346599609996
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.29891440605726316,-0.030895691609977335,0.3005068483556161,0.02053629399845981,0.020536293998459805,2.1850605129950735
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.30023932831136224,-0.029013321291487926,0.3016379072285529,0.02042570640739469,0.020425706407394693,2.196890731918428
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.34839271017048795,0.00010134792743488052,0.34839272491161466,0.02876429488554298,0.028764294885542975,1.560025902871882
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.31413192078796925,-0.0036383943681039532,0.3141529907091716,0.022467271776955802,0.022467271776955774,1.9972627537856003
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.32452057475120205,0.004405140434552202,0.3245504717283564,0.02300994472946547,0.023009944729465454,1.9501587520907817
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.32863849765258213,0.016733429275938877,0.3290642335391057,0.026168858858816806,0.0261688588588168,1.7147497849022035
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.3342321028584018,-0.020945631519758035,0.33488776935103315,0.022939464206853204,0.022939464206853204,1.9561505314446856
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.3031139065589784,0.00854566425500683,0.3032343462192309,0.02100239618998029,0.0210023961899803,2.136567879845064
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.31290044972516795,-0.0779188419553868,0.3224562565215333,0.022632404439856684,0.022632404439856684,1.9826901387582483
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.3327358824570721,-0.015367685535752754,0.3330905781213457,0.02315524413139257,0.02315524413139258,1.9379214852870372
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.3672495699893521,0.04857102247878947,0.3704475548333382,0.029615283925605564,0.02961528392560557,1.51519888217228
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.3440192259723315,0.00387287294556192,0.3440410251459185,0.024521788401602476,0.024521788401602497,1.8299254672779017
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.334369067009721,0.02429149797570848,0.3352502794135378,0.023171802339902355,0.023171802339902348,1.9365366768220644
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.3027612636405525,-0.001984284242348755,0.3027677660273276,0.01910292512689943,0.01910292512689943,2.3490143421074863
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.32582316673225764,-0.026259237650719566,0.32687961628317164,0.02461491995222329,0.02461491995222328,1.8230018698573578
-0.32738095238095233,-0.3273809523809524,0.04487304509929224,-0.2996274937080205,-0.01259544857694847,0.29989211445218833,0.01860104180594335,0.01860104180594335,2.4123941856285995
-0.3273809523809524,-0.32738095238095244,0.04487304509929224,-0.3215477349677534,-0.0031115000067407604,0.322615891557823,0.02281966096650949,0.022819660966509482,1.9968743950766825
5.551115123125783e-17,5.551115123125783e-17,0.0,0.019779103818334892,0.026075702626051446,0.01981840116745822,0.0028990929652037427,0.0028990929652037444,0.242869718881146
