Acc_lr,Acc_unweight,Acc_weighted,F1_lr,F1_unweight,F1_weighted,violate_r,violate_r_w
0.6692542278902135,0.6692542278902135,0.6784031050734682,0.7177667376389875,0.6900493634710314,0.7002583979328165,0.91,0.93
0.6695314665927363,0.6664818408649847,0.663709453839756,0.718070009460738,0.7086461612981352,0.7049379712965216,0.96,0.96
0.6639866925422789,0.6626004990296646,0.6662046021624619,0.7092130518234165,0.6862593451920598,0.6953441295546559,0.98,0.99
0.6750762406431938,0.6825616856113114,0.6867202661491544,0.7255269320843092,0.7210718635809987,0.7334905660377359,1.0,1.0
0.6750762406431938,0.6656501247574161,0.6537288605489326,0.7186749879980797,0.726158038147139,0.6403685574431327,0.97,0.61
0.6692542278902135,0.6703631827003049,0.6709176601053507,0.7186984201839189,0.7085069870066193,0.7062608265280871,0.6,0.59
0.6645411699473246,0.6603825894094816,0.6487385639035209,0.7136772361571225,0.6605707952341369,0.6374821173104435,0.78,0.62
0.6750762406431938,0.6670363182700305,0.6656501247574161,0.7182692307692308,0.6933877967832525,0.6931297709923664,0.84,0.81
0.6675907956750763,0.6662046021624619,0.6648184086498475,0.7159440890784174,0.6950354609929078,0.688482349909817,0.93,0.95
0.6734128084280565,0.6759079567507624,0.6761851954532853,0.7225624116815826,0.709276299428003,0.7107478949975236,0.91,0.98
