# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
9045.0,0.12413470905941121,0.13922225980055758,0.12019548201779877,0.04011049191772084,0.1603059739355196
9045.0,0.12413470905941121,0.13922225980055758,0.12909203401043837,-0.00483648088438508,0.12425555312605328
9045.0,0.12413470905941121,0.13922225980055758,0.12344443492417102,0.01919266204980491,0.14263709697397592
9045.0,0.12413470905941121,0.13922225980055758,0.11882748538011699,-0.010187310685809758,0.10864017469430723
9045.0,0.12413470905941121,0.13922225980055758,0.10589632733765181,0.010923809523809523,0.11682013686146134
9045.0,0.12413470905941121,0.13922225980055758,0.11617937550573565,-0.0015084528547163606,0.11467092265101929
9045.0,0.12413470905941121,0.13922225980055758,0.1247266479225242,0.020025626944902092,0.1447522748674263
9045.0,0.12413470905941121,0.13922225980055758,0.12349051042891411,0.008738829410387457,0.13222933983930157
9045.0,0.12413470905941121,0.13922225980055758,0.10756376429199646,0.03512803885667785,0.1426918031486743
9045.0,0.12413470905941121,0.13922225980055758,0.1254644299471886,0.009431343190467262,0.13489577313765586
9045.0,0.1241347090594112,0.1392222598005576,0.1194880491766536,0.012701855746885874,0.1321899049235395
0.0,4.254849172090595e-17,2.7755575615628914e-17,0.007251736706852666,0.015533636269293442,0.015283231607650525
