# of comparisons,AOD_comp,Within_comp,EOD_comp
610.0,0.22151898734177217,-0.14171122994652408,0.07980775739524809
610.0,0.19496855345911945,-0.1467391304347826,0.04822942302433686
610.0,0.2214765100671141,-0.13227513227513232,0.08920137779198178
610.0,0.22695035460992902,-0.1476683937823834,0.07928196082754563
610.0,0.1847133757961783,-0.14010989010989006,0.04460348568628825
610.0,0.24666666666666665,-0.13720316622691298,0.10946350043975367
610.0,0.2147651006711409,-0.1684782608695652,0.04628683980157572
610.0,0.2292993630573248,-0.1333333333333333,0.09596602972399149
610.0,0.17532467532467533,-0.1684782608695652,0.006846414455110139
610.0,0.2303030303030303,-0.1315068493150685,0.09879618098796178
610.0,0.2145986617296951,-0.14475036471631575,0.06984829701337933
0.0,0.02135368808869273,0.01299075623063207,0.03046516465418469
