MSE_lr,MSE_unweight,MSE_weight,spearman_lr,pearson_lr,spearman_unweighted,pearson_unweighted,spearman_weighted,pearson_weighted,violate_r,violate_r_w
0.11968241574486758,0.2406214475631714,0.2494845688343048,0.5825838513487208,0.5982582818842727,0.5420275614950657,0.529267957845169,0.5330525998911138,0.5135974847505472,1.0,1.0
0.11954728170202887,0.2102440893650055,0.23951634764671326,0.5859759395214115,0.6015427115123121,0.5514706978223538,0.5213714666304309,0.5464789505342907,0.5180836392017922,1.0,1.0
0.11967078480807526,0.2398265302181244,0.24422205984592438,0.58001486479559,0.5973116322536935,0.5295026833558131,0.49264400794330354,0.5378930127371373,0.4558698813640339,1.0,1.0
0.12014246751393817,0.25927847623825073,0.20400965213775635,0.5818523867983618,0.5981647283260895,0.5337313306816804,0.5063128021407299,0.5378051267102704,0.5190613436130475,1.0,1.0
0.11942637838334326,0.2369028925895691,0.22593504190444946,0.5828720652269345,0.600043052335393,0.5486947748056417,0.5271453538391017,0.5328461790394409,0.5052262759374148,1.0,1.0
0.11899543050871696,0.1888870745897293,0.20514100790023804,0.5836951864352914,0.5993162994681216,0.5365087621578688,0.5138410015701431,0.5359779201977009,0.5160289224819153,1.0,1.0
0.1192943329334078,0.19934901595115662,0.2370268553495407,0.5845807727244811,0.6005056235038478,0.5421891208307593,0.5212905701890304,0.5514471514206221,0.5183148129813152,1.0,1.0
0.11857932200375133,0.23667073249816895,0.23968613147735596,0.5872749881263074,0.6034126020337868,0.5406886459859392,0.5091752118732993,0.5460102316645176,0.5213797320379328,1.0,1.0
0.11940319872274203,0.24996063113212585,0.2277524173259735,0.5861799540853602,0.6020803224614889,0.5430382274248242,0.5151458561632595,0.5426574787499032,0.520959885184371,1.0,1.0
0.11959281984338177,0.20796464383602142,0.254368394613266,0.5842021302828736,0.6001606448497924,0.5325858953604543,0.5125824324531477,0.5442799737313152,0.478686969158104,1.0,1.0
