# of comparisons,AOD_comp,Within_comp,EOD_comp
1220.0,0.1460511033681766,-0.05979175759087221,0.08625934577730437
1220.0,0.11126675455943746,-0.06271235243305498,0.048554402126382484
1220.0,0.11982792777494768,-0.07385545637777144,0.04597247139717624
1220.0,0.1337673000234576,-0.06299322383647976,0.07077407618697784
1220.0,0.12709030100334454,-0.056842950556384025,0.07024735044696051
1220.0,0.10553278688524598,-0.0457193515704154,0.059813435314830576
1220.0,0.10888135593220347,-0.05000000000000003,0.058881355932203436
1220.0,0.1461365033818405,-0.0692146596858639,0.0769218436959766
1220.0,0.13790920600470247,-0.05359083007388097,0.0843183759308215
1220.0,0.10139143565958358,-0.07144872735481689,0.029942708304766696
1220.0,0.12378546745929397,-0.060616930947953965,0.06316853651134002
0.0,0.01592021384168145,0.00880620175853439,0.01708940706881499
