# of comparisons,AOD_comp,Within_comp,EOD_comp
610.0,0.12246450304259633,-0.1413881748071979,-0.018923671764601566
610.0,0.06969696969696974,-0.1544715447154471,-0.08477457501847736
610.0,0.06123276561232767,-0.14507772020725385,-0.08384495459492618
610.0,0.07048065127690425,-0.18133333333333335,-0.11085268205642909
610.0,0.12261876054979505,-0.16145833333333337,-0.03883957278353832
610.0,0.04941153584281684,-0.14754098360655743,-0.0981294477637406
610.0,0.0431746031746032,-0.16489361702127658,-0.12171901384667339
610.0,0.06321839080459773,-0.13838120104438645,-0.07516281023978871
610.0,0.10138888888888883,-0.1361256544502618,-0.03473676556137298
610.0,0.018641259320629606,-0.16000000000000003,-0.14135874067937043
610.0,0.07223283282101294,-0.1530670562519048,-0.08083422343089186
0.0,0.03218858408408311,0.013389363192056454,0.03783280908350614
