# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
610.0,0.014782608695652177,-0.13043478260869568,0.041666666666666685,-0.1467391304347826,-0.10507246376811591
610.0,0.014782608695652177,-0.13043478260869568,0.015010351966873725,-0.16310160427807485,-0.14809125231120113
610.0,0.014782608695652177,-0.13043478260869568,0.025415444770283513,-0.14054054054054055,-0.11512509577025704
610.0,0.014782608695652177,-0.13043478260869568,0.06432748538011696,-0.14438502673796788,-0.08005754135785093
610.0,0.014782608695652177,-0.13043478260869568,0.011904761904761918,-0.1303191489361702,-0.11841438703140827
610.0,0.014782608695652177,-0.13043478260869568,-0.008712660028449504,-0.11173184357541899,-0.12044450360386849
610.0,0.014782608695652177,-0.13043478260869568,0.03797786720321933,-0.15714285714285714,-0.11916498993963781
610.0,0.014782608695652177,-0.13043478260869568,0.078125,-0.14999999999999997,-0.07187499999999997
610.0,0.014782608695652177,-0.13043478260869568,-0.04978354978354976,-0.15109890109890112,-0.20088245088245088
610.0,0.014782608695652177,-0.13043478260869568,0.03698553948832034,-0.12971698113207547,-0.09273144164375513
610.0,0.014782608695652177,-0.1304347826086957,0.02529169075682432,-0.14247760338767887,-0.11718591263085454
0.0,0.0,2.7755575615628914e-17,0.03458105775633788,0.01432775849868494,0.03486673682050534
