# of comparisons,AOD_comp,Within_comp,EOD_comp
610.0,0.13663967611336034,0.06290322580645161,0.19954290191981194
610.0,0.12620320855614978,-0.0030687397708674125,0.12313446878528236
610.0,0.1421421421421422,0.11209171140023654,0.25423385354237876
610.0,0.12234293811998107,0.10317460317460313,0.22551754129458418
610.0,0.12894609033511412,-0.01682622570351025,0.11211986463160387
610.0,0.16446078431372552,-0.02359662195727774,0.14086416235644778
610.0,0.14583333333333331,-0.07612179487179492,0.0697115384615384
610.0,0.12095422308188261,0.13299232736572894,0.25394655044761155
610.0,0.24285714285714288,-0.06587712805329392,0.17698001480384895
610.0,0.2134284016636958,0.040636604774535776,0.2540650064382316
610.0,0.15438079405165278,0.02663079621648117,0.18101159026813396
0.0,0.0394189570566421,0.07099037208967207,0.06360314552828776
