Acc_lr,Acc_unweight,Acc_weighted,F1_lr,F1_unweight,F1_weighted,violate_r,violate_r_w
0.6091954022988506,0.6015325670498084,0.6283524904214559,0.6709677419354839,0.6060606060606061,0.6472727272727272,1.0,0.43
0.6475095785440613,0.5862068965517241,0.5862068965517241,0.7212121212121212,0.6086956521739131,0.6058394160583942,1.0,0.32
0.6283524904214559,0.5823754789272031,0.5862068965517241,0.686084142394822,0.5947955390334573,0.5573770491803278,1.0,0.42
0.6245210727969349,0.578544061302682,0.6206896551724138,0.6838709677419355,0.5528455284552846,0.6451612903225806,1.0,0.23
0.6283524904214559,0.6015325670498084,0.6130268199233716,0.6900958466453674,0.6231884057971014,0.6405693950177936,0.97,0.52
0.6168582375478927,0.5900383141762452,0.5862068965517241,0.6815286624203821,0.6164874551971327,0.6029411764705882,1.0,0.47
0.6245210727969349,0.5555555555555556,0.5632183908045977,0.6878980891719745,0.6054421768707483,0.5546875,1.0,0.61
0.6743295019157088,0.6590038314176245,0.632183908045977,0.7301587301587301,0.6877192982456141,0.6417910447761194,1.0,0.28
0.6245210727969349,0.6015325670498084,0.5977011494252874,0.7012195121951219,0.6060606060606061,0.5914396887159533,0.99,0.61
0.6360153256704981,0.5900383141762452,0.5900383141762452,0.7003154574132492,0.5560165975103735,0.608058608058608,1.0,0.32
