# of comparisons,AOD_comp,Within_comp,EOD_comp
1050.0,-0.09029210076330496,-0.0793582704186685,-0.16965037118197346
1050.0,-0.10304282195916423,-0.0873783231083845,-0.19042114506754873
1050.0,-0.13033553618746607,-0.1112453706609754,-0.24158090684844147
1050.0,-0.06599018003273321,-0.1327429345722029,-0.19873311460493612
1050.0,-0.08238008579227873,-0.11189673066943431,-0.19427681646171305
1050.0,-0.049214659685863915,-0.0806511801474018,-0.12986583983326572
1050.0,-0.10914236495631849,-0.11160740873086772,-0.2207497736871862
1050.0,-0.011394645622833571,-0.08407738095238093,-0.0954720265752145
1050.0,-0.0648365887603782,-0.08861162898162755,-0.15344821774200576
1050.0,-0.048119931187023846,-0.1151369895201842,-0.16325692070720804
1050.0,-0.07547489149473652,-0.10027062177621278,-0.1757455132709493
0.0,0.033041967359641634,0.017453388505349016,0.04084844902200723
