# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
610.0,0.014782608695652177,-0.13043478260869568,0.08855067450709099,-0.156498673740053,-0.067947999232962
610.0,0.014782608695652177,-0.13043478260869568,0.09454545454545463,-0.1880108991825613,-0.09346544463710668
610.0,0.014782608695652177,-0.13043478260869568,0.12925733207190154,0.03309976028028762,0.16235709235218915
610.0,0.014782608695652177,-0.13043478260869568,0.15131578947368424,-0.14511873350923488,0.006197055964449361
610.0,0.014782608695652177,-0.13043478260869568,0.10524026962383126,-0.143979057591623,-0.03873878796779173
610.0,0.014782608695652177,-0.13043478260869568,0.10187637969094922,-0.07775401069518714,0.024122368995762075
610.0,0.014782608695652177,-0.13043478260869568,0.11175099410393535,-0.12239583333333337,-0.010644839229398018
610.0,0.014782608695652177,-0.13043478260869568,0.1217948717948718,-0.13774104683195587,-0.015946175037084065
610.0,0.014782608695652177,-0.13043478260869568,0.10035735556879093,-0.16397849462365588,-0.06362113905486495
610.0,0.014782608695652177,-0.13043478260869568,0.011576971214017497,-0.14438502673796794,-0.13280805552395045
610.0,0.014782608695652177,-0.1304347826086957,0.10162660925945274,-0.12467620159652851,-0.02304959233707573
0.0,0.0,2.7755575615628914e-17,0.03476568066491985,0.059176342776005454,0.07653359800637241
