# of comparisons,AOD_comp,Within_comp,EOD_comp
61.0,0.16483516483516478,-0.1578947368421053,0.006940427993059467
61.0,0.30000000000000004,-0.2093023255813954,0.09069767441860466
61.0,2.7755575615628914e-17,-0.15384615384615385,-0.15384615384615383
61.0,0.1578947368421053,-0.17647058823529416,-0.018575851393188847
61.0,0.22222222222222227,0.5585585585585585,0.7807807807807807
61.0,0.04411764705882354,-0.18918918918918914,-0.1450715421303656
61.0,0.08333333333333331,-0.15000000000000002,-0.06666666666666671
61.0,0.21428571428571425,-0.18918918918918914,0.025096525096525102
61.0,0.26666666666666666,-0.09523809523809523,0.17142857142857143
61.0,0.5,0.5757575757575757,1.0757575757575757
61.0,0.195335548524403,-0.018681414380528803,0.1766541341438742
0.0,0.13632484001430684,0.29439745401870826,0.39275970831841156
