AOD,gAOD,MI,AOD_comp,Within_comp,Sep_comp,MI_comp,MI_comp2,Ratio
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111668e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,-3.947459643111667e-17,0.0,0.0,0.0,0.0,0.0,-inf
0.0,0.0,1.2402749593590476e-32,0.0,0.0,0.0,0.0,0.0,
