MSE_lr,MSE_unweight,MSE_weight,spearman_lr,pearson_lr,spearman_unweighted,pearson_unweighted,spearman_weighted,pearson_weighted,violate_r,violate_r_w
0.021176359248776942,0.4458102213011391,0.47086419641697136,0.7879692227507151,0.781201119618569,0.8257700401033119,0.7641487470610988,0.82277730961696,0.7648328161199635,1.0,1.0
0.01923313975813002,0.5424738084743678,0.44690148366852694,0.8033720081633572,0.7986629259858304,0.8137906278734586,0.7481137862820176,0.8115723656430757,0.7476717492229793,1.0,1.0
0.02348820532590219,0.8109991698849278,0.5372336759259497,0.7825239865303997,0.7715962659404207,0.8162731829435701,0.7443958690713629,0.809552292709472,0.7503317498873957,1.0,1.0
0.02107348252225534,0.7137337478397442,0.8545661112219802,0.7884642084716476,0.7869052938195533,0.8282772344514059,0.7600020235951557,0.8295706294276407,0.7574704972882869,1.0,1.0
0.020502187082593593,0.5825193630625293,0.7582069735638122,0.7959549633367284,0.79225417782888,0.8242564823396206,0.7615024037346747,0.8246731575774873,0.7587390260393999,1.0,1.0
0.02259511027822272,0.5829506450577262,0.7005533623432247,0.7972500090600131,0.7737826056595514,0.81006275682915,0.7335705743165328,0.8114767812420363,0.7357716578951298,1.0,1.0
0.021586881487448722,0.42138603264141866,0.4643203491102219,0.8103405858847051,0.7766944383149792,0.8347473018238507,0.7497839531453772,0.8331281287726918,0.7475158862728953,1.0,1.0
0.02173849082240276,0.36853881256380383,0.39191271216529566,0.7880112119174881,0.7811049453057368,0.7990461913195256,0.7446348170950043,0.8041900306098821,0.7457056479012367,1.0,1.0
0.020755330464497214,0.48428685445208736,0.602825861524471,0.7686911180423325,0.7790590807053013,0.820356752833704,0.7539152315506525,0.812798415102219,0.7531619049811638,1.0,1.0
0.023139384512105947,0.6988516535873547,0.7445545263002132,0.7894437593046878,0.7710580028617618,0.8155205826979448,0.7459539434157637,0.8155672007683581,0.7529616024429238,1.0,1.0
