# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
2100.0,0.09644885159759298,0.03508771929824561,-0.02356603773584906,0.02729138166894665,0.0037253439330975913
2100.0,0.09644885159759298,0.03508771929824561,-0.10637486910994765,0.017870525608239124,-0.08850434350170852
2100.0,0.09644885159759298,0.03508771929824561,-0.029565782432535714,0.02229130335885965,-0.007274479073676066
2100.0,0.09644885159759298,0.03508771929824561,-0.025621118012422367,0.02336883629191322,-0.002252281720509147
2100.0,0.09644885159759298,0.03508771929824561,0.12072392309750413,0.06444538886527837,0.1851693119627825
2100.0,0.09644885159759298,0.03508771929824561,0.05152663249387124,0.12386275648470768,0.17538938897857892
2100.0,0.09644885159759298,0.03508771929824561,-0.04991546897651203,-0.03390372621141849,-0.08381919518793052
2100.0,0.09644885159759298,0.03508771929824561,-0.030565740328273305,-0.06841509892345768,-0.09898083925173098
2100.0,0.09644885159759298,0.03508771929824561,0.015436050647318206,0.028442853235871812,0.04387890388319002
2100.0,0.09644885159759298,0.03508771929824561,0.07768861810766858,0.037833439187043516,0.1155220572947121
2100.0,0.09644885159759298,0.03508771929824561,-2.3379224917796648e-05,0.024308765956598387,0.02428538673168059
0.0,0.0,0.0,0.06350623092117479,0.04874798756183927,0.09957397629166427
