# of comparisons,AOD_comp,Within_comp,EOD_comp
525.0,-0.20656231186032506,-0.09260251943178774,-0.2991648312921128
525.0,-0.18186813186813186,-0.026293017373360844,-0.2081611492414927
525.0,-0.16984350663798856,-0.073493709997793,-0.24333721663578156
525.0,-0.14634458077709614,-0.07214948172394983,-0.21849406250104597
525.0,-0.17045908183632735,-0.01476251604621312,-0.18522159788254047
525.0,-0.1483386075949367,-0.09298245614035086,-0.24132106373528756
525.0,-0.07671442481569063,0.05569524767412623,-0.0210191771415644
525.0,-0.05859872611464967,0.067435669920142,0.008836943805492325
525.0,-0.13751004016064258,-0.07370184254606363,-0.2112118827067062
525.0,-0.07480954165105536,-0.10815602836879432,-0.18296557001984967
525.0,-0.13710489533168438,-0.04310106540340451,-0.1802059607350889
0.0,0.04786968699380684,0.05910946742194772,0.09283915475514391
