AOD,gAOD,MI,AOD_comp,Within_comp,Sep_comp
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.07522733535409204,-0.04193175245806825,0.0861244671895376
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.12213309566250743,-0.06575277431606434,0.13870804009273033
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.11696696696696698,-0.038978494623655886,0.12329069066469665
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.11427115799568448,0.012750993235262548,0.11498036953393564
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.09035244922341698,-0.013780337309749077,0.09139727992145394
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.13975778967867578,0.006821361940298518,0.13992416072497818
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.11180534389921772,-0.04547803617571061,0.12070081482252547
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.12462667994026878,-0.041457811194653305,0.13134138518374822
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.0853165159447882,-0.0502283105022831,0.09900399521671366
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.1252125850340136,-0.03400281888653981,0.12974738202804292
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.09417829361649586,-0.05002985074626866,0.10664209747660079
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.1046141392336751,-0.06439820022497186,0.12284643389133576
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.09691855261475515,-0.0393939393939394,0.10461877604862539
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.07707253886010364,-0.06287530907806432,0.09946597779142526
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.08234969663541093,-0.07915443335290663,0.11422301368535129
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.09629142104961941,-0.09932999237389695,0.13834191394061857
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.07738095238095238,-0.08954845256215116,0.11835006188278507
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.039898989898989906,-0.010763796320981081,0.04132540025455609
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.11008177868642985,-0.08301483812949641,0.13787480316734677
-0.10509682713172211,-0.10509682713172208,0.009107053017541514,-0.10393258426966288,-0.04496574038827563,0.11324265928366563
-0.10509682713172211,-0.10509682713172208,0.00910705301754151,-0.09941944334728635,-0.04677562664310577,0.11360748614003366
0.0,1.4220500840710914e-17,3.469446951953614e-18,0.022378260527750687,0.029190982491574997,0.02276892749676388
