# of comparisons,AOD_comp,Within_comp,EOD_comp
2100.0,-0.03976131827752438,-0.05009188239054013,-0.08985320066806451
2100.0,-0.09385854421924497,-0.0435659591962588,-0.13742450341550377
2100.0,-0.07004017160353784,-0.035760683760683754,-0.1058008553642216
2100.0,-0.03009745263898833,-0.042542779375305845,-0.07264023201429418
2100.0,-0.07450964863651963,-0.0392099297632762,-0.11371957839979582
2100.0,-0.09451791324708214,-0.041152263374485576,-0.13567017662156772
2100.0,-0.08654354433725384,-0.054842418610511756,-0.1413859629477656
2100.0,-0.07669427318426345,-0.029469993813157375,-0.10616426699742082
2100.0,-0.0810068111153506,-0.008198556158710651,-0.08920536727406125
2100.0,-0.08913048924071248,-0.07677461871587268,-0.16590510795658517
2100.0,-0.07361601665004776,-0.04216090851588028,-0.11577692516592804
0.0,0.020909710192000976,0.01670071610027094,0.027327707444502747
