# of comparisons,AOD_comp,Within_comp,EOD_comp
525.0,-0.10994160478696566,0.04067756173207682,-0.06926404305488884
525.0,-0.06700083542188806,0.06599145434404177,-0.0010093810778462886
525.0,0.02596228364763631,-0.018520933872440304,0.0074413497751960045
525.0,-0.025641025641025633,0.07156673114119924,0.04592570550017361
525.0,-0.0929156753899022,0.03889289696333706,-0.05402277842656514
525.0,-0.07678370611020865,-0.04940623610846506,-0.12618994221867372
525.0,0.07944307944307952,-0.022557269752220638,0.05688580969085888
525.0,0.04078014184397169,0.05403889304412865,0.09481903488810034
525.0,-0.09798534798534803,-0.02324263038548749,-0.12122797837083552
525.0,-0.1262626262626263,0.0063856960408684715,-0.11987693022175783
525.0,-0.045034531666327704,0.016382616314703852,-0.028651915351623848
0.0,0.06758205580061431,0.04093179676166536,0.07673946576313549
