# of comparisons,AOD,EOD,# of comparisons,AOD,EOD
1000,0.056919937728842296,0.04970263381478335,COMP,0.25686322287199476,0.03031087965401663
1000,0.07891630372447908,0.09754224270353301,COMP,0.2799843091105227,0.09223378802666832
1000,0.040269990988508475,0.029622485533204734,COMP,0.22968221771467207,0.006920222431819251
1000,0.04232108057173681,0.04608294930875578,COMP,0.20420420420420424,0.14003753753753756
1000,0.022257276132546494,-0.007823613086770986,COMP,0.13543859649122808,0.03713248638838472
1000,0.10714021457639658,0.16817496229260934,COMP,0.3301751629153764,0.3147997337468438
1000,0.08659518571504514,0.14109681787406905,COMP,0.24685953559193002,0.2525904326018968
1000,-0.004134277493817146,-0.04706275033377838,COMP,0.1379025004497212,-0.09681593369114197
1000,0.04502218992057597,0.041677096370463074,COMP,0.2876195732155997,0.0565237613968963
1000,0.025472498063934257,-0.005639097744360944,COMP,0.17651913304087216,0.013018845188252748
AVG,0.0500780399928248,0.0513373726732508,AVG,0.2285248455606121,0.08467517532811741
STD,0.0315727470248175,0.06392709409026852,STD,0.06147126253067647,0.11593219605106027
ALL,0.04455813269651873,0.0377426949357903,ALL,0.04455813269651873,0.0377426949357903
