# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
2440.0,0.014782608695652177,-0.13043478260869568,0.01831676778107655,-0.13997395833333337,-0.12165719055225682
2440.0,0.014782608695652177,-0.13043478260869568,0.021598639455782276,-0.14230271668822764,-0.12070407723244536
2440.0,0.014782608695652177,-0.13043478260869568,0.013949656997785331,-0.14155844155844155,-0.12760878456065622
2440.0,0.014782608695652177,-0.13043478260869568,-0.008020099931864644,-0.14803049555273184,-0.1560505954845965
2440.0,0.014782608695652177,-0.13043478260869568,0.02329047340736412,-0.14690382081686432,-0.1236133474095002
2440.0,0.014782608695652177,-0.13043478260869568,0.031072100313479623,-0.1457219251336898,-0.11464982482021019
2440.0,0.014782608695652177,-0.13043478260869568,0.011734219269103008,-0.14257555847568992,-0.13084133920658692
2440.0,0.014782608695652177,-0.13043478260869568,-0.0023167592467145393,-0.14538558786346395,-0.1477023471101785
2440.0,0.014782608695652177,-0.13043478260869568,-0.0003137447481857403,-0.1407967032967033,-0.14111044804488904
2440.0,0.014782608695652177,-0.13043478260869568,0.00929981150903647,-0.14545454545454545,-0.13615473394550898
2440.0,0.014782608695652177,-0.1304347826086957,0.011861106480686246,-0.1438703753173691,-0.13200926883668287
0.0,0.0,2.7755575615628914e-17,0.011796726014709614,0.0026239428293611256,0.012457196447477323
