Acc_lr,Acc_unweight,Acc_weighted,F1_lr,F1_unweight,F1_weighted,AOD_lr,AOD_unweight,AOD_weighted,EOD_lr,EOD_unweight,EOD_weighted,I_sep_lr,I_sep_bi,I_sep_weighted_bi,violate_r,violate_r_w
0.6206896551724138,0.5747126436781609,0.5938697318007663,0.6796116504854369,0.5842696629213483,0.5984848484848485,0.3986863462245981,0.04001991040318564,-0.03159478001168653,0.432564330079858,0.061224489795918324,0.007542147293700063,0.08544714313169464,0.0007989625388069256,0.00032309490353917914,1.0,0.43
0.6475095785440613,0.5900383141762452,0.5823754789272031,0.710691823899371,0.5931558935361216,0.5886792452830188,0.21194037444037434,-0.006216931216931232,0.010169922669922726,0.18981481481481477,-0.031481481481481555,-0.06574074074074066,0.02183968470064185,3.1928089905297586e-05,3.878131892913178e-06,0.93,0.32
0.6168582375478927,0.6015325670498084,0.5900383141762452,0.673202614379085,0.6258992805755396,0.6164874551971327,0.2487147971141873,0.01991091701457559,0.005878973485680783,0.11861861861861855,-0.06231231231231227,-0.0713213213213213,0.02454403907554113,6.876114452439754e-05,1.1075704552690903e-07,1.0,0.42
0.6628352490421456,0.5823754789272031,0.6053639846743295,0.7232704402515723,0.5758754863813229,0.6334519572953736,0.09755868203339313,0.03068222958205391,0.0991887091117084,0.11190359075258238,0.014018691588784993,0.08288243974422027,0.004824211374960295,0.00036439313854753555,0.004022791015513906,0.98,0.23
0.6130268199233716,0.5287356321839081,0.5440613026819924,0.6773162939297125,0.49382716049382713,0.5182186234817814,0.11455512852301841,-0.0520166955946772,-0.06986941069509878,0.0674435903793702,-0.13736672452268778,-0.17307215472353082,0.00600236482002325,0.0013195120251995147,0.0023385146711496657,1.0,0.52
0.6053639846743295,0.6053639846743295,0.6015325670498084,0.6811145510835913,0.6171003717472119,0.6231884057971014,0.24500616102886086,-0.03666740970532334,-0.015196688524387159,0.12947448591012944,-0.06676821528306687,-0.0726072607260726,0.03121912467743656,0.0006197324925117708,0.000126025913170939,1.0,0.47
0.6015325670498084,0.6091954022988506,0.6015325670498084,0.6770186335403726,0.6330935251798561,0.6148148148148148,0.24126317983827605,0.15058040661378264,0.09468527478797051,0.1976608187134502,0.10760233918128648,-0.04327485380116958,0.03138225082259952,0.010089606395281357,0.0032814235568535658,1.0,0.61
0.6206896551724138,0.5823754789272031,0.5977011494252874,0.6990881458966566,0.5791505791505791,0.6181818181818182,0.03948531927610155,0.029991174851696334,0.04707059331073893,0.004868270332187841,0.04954180985108814,0.03837342497136309,0.0011189087903845194,0.0003642087861877405,0.001042894476103407,1.0,0.28
0.6091954022988506,0.5823754789272031,0.5823754789272031,0.6622516556291391,0.5725490196078431,0.5477178423236515,0.03333918642083711,0.009081065261925647,0.0764128935156152,0.03921568627450989,0.009803921568627416,0.1092436974789916,0.0005465117124098287,3.916735151448027e-05,0.0029686784545081084,0.34,0.61
0.6360153256704981,0.5862068965517241,0.5938697318007663,0.7076923076923077,0.6029411764705882,0.5954198473282443,0.03716199795126196,-0.06273579227339521,-0.051243779399506195,0.10280599903241416,-0.03313981615868411,-0.07087566521528788,0.0007854221636514186,0.0017208180683031813,0.0012056050171539404,1.0,0.32
