AOD,gAOD,MI,AOD_comp,Within_comp,Sep_comp
-0.018273932873666215,-0.01827393287366621,0.00015691708343537318,-0.019695449653813247,-0.03477440121704605,0.039964605804010955
0.0010396691779369638,0.0010396691779369152,0.0002834012294935852,-0.003458805710849281,-0.00442737485467052,0.005618272425681439
0.004907675329644173,0.004907675329644175,5.6943361093350994e-05,0.006847340892093932,-0.002054037766171142,0.0071487865010363165
-0.0075876846271164256,-0.007587684627116412,0.0005179650899900845,-0.002085447852394607,-0.018688275504157206,0.018804274356229212
0.005769464065445512,0.005769464065445514,0.0002865571197602803,0.0037246030818544364,-0.005773953674420226,0.0068710413440548
-0.01382896059217073,-0.01382896059217073,0.00011376579522447391,-0.012930898021953867,-0.019361073792718807,0.023282167039630857
0.005716308261773384,0.005716308261773375,1.3424078674243072e-05,-0.0005872715796468655,0.010936393618950149,0.010952150167746718
-0.001635882221338536,-0.0016358822213385412,0.00029154174210321593,-0.0006825085255331119,-0.017599396522692025,0.017612625467271183
-0.005381116812394865,-0.005381116812394884,2.5239832853144235e-05,-0.0014047279194987078,-0.004543235531582243,0.0047554442088253495
-0.001104596920227019,-0.0011045969202270363,0.00030610656951209834,0.0025773201983283044,-0.010858808005278216,0.011160478963745477
-0.003037905721211376,-0.0030379057212113836,0.00020518619021398497,-0.0027695845091413014,-0.010714416324978628,0.014616984627823229
0.007838639984434173,0.007838639984434168,0.00015166693628283068,0.0075160534725072755,0.011876161214408694,0.010312484711282602
