# of comparisons,AOD_comp,Within_comp,EOD_comp
2100.0,0.055462101721749396,-0.09416883195359238,-0.038706730231842984
2100.0,0.03975122526211303,-0.18244296325772652,-0.1426917379956135
2100.0,-0.005913258557639911,-0.12074468294953788,-0.1266579415071778
2100.0,-0.0038493380685994394,-0.09317407286459511,-0.09702341093319455
2100.0,0.046271397651997115,-0.12211444469508984,-0.07584304704309272
2100.0,0.043079177754637626,-0.12212608063944111,-0.07904690288480348
2100.0,0.04308647584431319,-0.11866666666666667,-0.07558019082235348
2100.0,0.003381866367501596,-0.09824957651044608,-0.09486771014294448
2100.0,0.041711221835445456,-0.11383126219574816,-0.0721200403603027
2100.0,0.06913939937247873,-0.09837592694735545,-0.029236527574876714
2100.0,0.033212026918399674,-0.11638945086801993,-0.08317742394962024
0.0,0.024617926674217996,0.02479052405368416,0.03301360932043895
