fairness_lambda,num_comp_pairs_eval,Acc_lr,Acc_unweight,Acc_weighted,Acc_fairreg,F1_lr,F1_unweight,F1_weighted,F1_fairreg,AOD_lr,AOD_unweight,AOD_weighted,AOD_fairreg,EOD_lr,EOD_unweight,EOD_weighted,EOD_fairreg,I_sep_lr,I_sep_bi,I_sep_weighted_bi,I_sep_fairreg_bi,violate_r,violate_r_weighted,violate_r_fairreg,violate_comp_r,violate_comp_r_w,violate_comp_r_fairreg
0.1,977,0.8497287337496161,0.712560139215887,0.6866618896509367,,0.6476236197791647,0.59375,0.5672274848013573,,0.09913488512142674,0.35392614085375684,0.33048983956914885,,0.12474464105884042,0.3140497770105021,0.30433031218529705,,0.006666556914360782,0.08560297144598383,0.0667893340205081,,1.0,1.0,,1.0,1.0,
0.1,977,0.8498310983724024,0.688709182106664,0.7554509161633739,,0.6558761435608726,0.5689581856839121,0.6132426744374292,,0.12400946473133742,0.5684375131087738,0.009944280226731217,,0.1721854902810897,0.6238993321152437,-0.02934125091614803,,0.008415392707602203,0.17257818056946636,0.0007944045668856126,,1.0,0.98,,1.0,0.26,
0.1,977,0.8555635172484389,0.5765175555328078,0.7765380284573651,,0.6527196652719666,0.49628637525873615,0.602729754322111,,0.07001385934810267,0.12834323020055793,0.09355636966645198,,0.07061222838182335,0.12088536397847294,0.03163031602800148,,0.004980664355240869,0.009119359752513132,0.011961178756591775,,1.0,1.0,,0.91,0.75,
0.1,977,0.8491145460128979,0.7497184972873375,0.7896407001740199,,0.6458433445458914,0.5992460252417636,0.6153846153846154,,0.11109540727533854,0.5173447605010663,0.0004011557563348145,,0.1418628821273698,0.6342830520015769,-0.04802351001684402,,0.008037491306187403,0.1195487390016093,0.0007734822382122448,,1.0,1.0,,1.0,0.26,
0.1,977,0.8498310983724024,0.7150168901627597,0.6473538745009725,,0.6568421052631579,0.5985001442169022,0.5256780944513286,,0.08809648265249126,0.31385872813978005,0.24190545567543797,,0.09609047550224026,0.24732620320855614,0.1314279520161873,,0.00676165568243522,0.07559158589980525,0.051693907017855784,,1.0,1.0,,1.0,1.0,
0.1,977,0.8534138601699253,0.724332070836319,0.6042583683079128,,0.6531007751937985,0.5897943640517898,0.5211790933861778,,0.07902636875848268,0.38488193724989994,0.24090581424522306,,0.08073902943998379,0.40291874968439123,0.12610463061152355,,0.006097273142602722,0.08118334265472855,0.0566998737563191,,1.0,1.0,,1.0,1.0,
0.1,977,0.8557682464940116,0.764459002968574,0.682567304739482,,0.6621913210261329,0.6169468952888297,0.5698432514911915,,0.08419840060734984,0.3108085452392096,0.2640005639412425,,0.09505273136627568,0.33157364616660745,0.1674487498518782,,0.00598737644770576,0.05457806443975901,0.06164948363810382,,1.0,1.0,,1.0,1.0,
0.1,977,0.8493192752584706,0.7180878288463507,0.7298597604667827,,0.65315739868049,0.5959507042253521,0.5914228208701038,,0.07041419516098019,0.28048771488917196,0.21393865966828363,,0.0651457133832436,0.22541935197858765,0.13536188676526817,,0.005501240475387063,0.058374025771488515,0.040974682445014864,,1.0,1.0,,1.0,1.0,
0.1,977,0.8507523799774798,0.7147097962944007,0.7837035520524107,,0.6596638655462185,0.5848353940116192,0.6346187100121045,,0.08762556152286383,0.5108484161046873,0.004777494136072369,,0.1045178772691302,0.5688819079744958,-0.046832077035189656,,0.005784393741356543,0.1329512886577951,0.0010264336126503224,,1.0,1.0,,1.0,0.32,
0.1,977,0.8530044016787798,0.7067253557170642,0.7455215477530965,,0.6562948779320249,0.5772465692784418,0.566747995817358,,0.08606480881528306,0.5730237332989969,0.17012971976365576,,0.10287321241716085,0.6467997907220091,0.1700710673177538,,0.005766143245769211,0.17119727337430177,0.016754810594525844,,1.0,1.0,,1.0,0.98,
