# of comparisons,AOD_comp,Within_comp,EOD_comp
105.0,-0.1535087719298245,0.10955710955710954,-0.04395166237271497
105.0,-0.08463949843260188,0.07941176470588238,-0.005227733726719502
105.0,-0.3018433179723502,0.05000000000000002,-0.25184331797235016
105.0,-0.20498084291187738,0.06306306306306306,-0.14191777984881432
105.0,-0.011904761904761946,-0.06140350877192982,-0.07330827067669177
105.0,0.08000000000000002,0.22996515679442509,0.3099651567944251
105.0,-0.25271739130434784,0.11018711018711022,-0.14253028111723762
105.0,-0.22506393861892582,0.2606060606060606,0.0355421219871348
105.0,-0.061711079943899044,-0.11666666666666664,-0.17837774661056569
105.0,0.0551724137931035,-0.05555555555555558,-0.0003831417624520772
105.0,-0.1161197189225485,0.06691645339194989,-0.049203265530598624
0.0,0.12527220897516614,0.11550603203933524,0.1470253614895796
