# of comparisons,AOD_comp,Within_comp,EOD_comp
105.0,0.1059907834101382,0.11688311688311687,0.22287390029325507
105.0,0.36111111111111116,0.07499999999999998,0.4361111111111111
105.0,-0.1333333333333333,-0.21052631578947373,-0.34385964912280703
105.0,0.03703703703703701,-0.2137592137592138,-0.1767221767221768
105.0,-0.25375939849624063,0.024806201550387597,-0.22895319694585303
105.0,0.028195488721804524,-0.051649928263988565,-0.02345443954218404
105.0,-0.1388888888888889,-0.0428571428571429,-0.1817460317460318
105.0,-0.3222222222222222,-0.0015243902439024126,-0.3237466124661246
105.0,-0.030303030303030276,0.03076923076923077,0.0004662004662004948
105.0,-0.011312217194570179,-0.06984126984126982,-0.08115348703584
105.0,-0.03574846701581946,-0.0342699711552256,-0.07001843817104506
0.0,0.1836729739100724,0.10416494353142856,0.23188560065974156
