# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
2100.0,0.09644885159759298,0.03508771929824561,0.03723572630491645,-0.0737400963816058,-0.036504370076689344
2100.0,0.09644885159759298,0.03508771929824561,0.095436172212822,0.0005374705193409435,0.09597364273216294
2100.0,0.09644885159759298,0.03508771929824561,0.11679247543733524,-0.028792134831460675,0.08800034060587457
2100.0,0.09644885159759298,0.03508771929824561,0.11547619047619048,-0.06161616161616161,0.05386002886002887
2100.0,0.09644885159759298,0.03508771929824561,0.14142156862745098,-0.07452380952380952,0.06689775910364146
2100.0,0.09644885159759298,0.03508771929824561,0.022007532339937796,-0.07398133056749147,-0.05197379822755367
2100.0,0.09644885159759298,0.03508771929824561,0.13607049672623445,-0.09850757575757577,0.03756292096865868
2100.0,0.09644885159759298,0.03508771929824561,0.07463535394085373,-0.06424079065588498,0.010394563284968752
2100.0,0.09644885159759298,0.03508771929824561,0.084776380709852,-0.07983193277310927,0.00494444793674273
2100.0,0.09644885159759298,0.03508771929824561,0.10846051900303535,-0.09084084084084083,0.01761967816219452
2100.0,0.09644885159759298,0.03508771929824561,0.09323124157786286,-0.06455372024285991,0.028677521335002946
0.0,0.0,0.0,0.03750983564730497,0.02806145772518225,0.04689880165541869
