# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
45225.0,0.12386374006323875,0.13580409063894483,0.13622826256307002,0.003039470950501171,0.1392677335135712
45225.0,0.12386374006323875,0.13580409063894483,0.12986129060049972,0.01477583513433976,0.14463712573483947
45225.0,0.12386374006323875,0.13580409063894483,0.12191924599002048,0.015236740166282967,0.13715598615630345
45225.0,0.12386374006323875,0.13580409063894483,0.13390832877710956,0.012337996112500499,0.14624632488961006
45225.0,0.12386374006323875,0.13580409063894483,0.12822682183203016,-0.0031734212944024955,0.12505340053762767
45225.0,0.12386374006323875,0.13580409063894483,0.11895804861562102,0.022189717226770878,0.14114776584239191
45225.0,0.12386374006323875,0.13580409063894483,0.12343775226443879,0.018250542620363033,0.14168829488480184
45225.0,0.12386374006323875,0.13580409063894483,0.12405083345592814,0.016204809298344912,0.14025564275427305
45225.0,0.12386374006323875,0.13580409063894483,0.13027254366302415,0.03269182382292343,0.1629643674859476
45225.0,0.12386374006323875,0.13580409063894483,0.11449216718866558,0.01982284822766305,0.13431501541632862
45225.0,0.12386374006323875,0.13580409063894483,0.12613552949504075,0.015137636226528722,0.14127316572156948
0.0,0.0,0.0,0.006435328110280968,0.009382434341103283,0.009166513773574992
