# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
610.0,0.014782608695652177,-0.13043478260869568,0.04428571428571426,-0.15053763440860213,-0.10625192012288787
610.0,0.014782608695652177,-0.13043478260869568,0.008814102564102588,-0.13554216867469882,-0.12672806611059623
610.0,0.014782608695652177,-0.13043478260869568,0.043486445783132543,-0.1282051282051282,-0.08471868242199565
610.0,0.014782608695652177,-0.13043478260869568,0.024606798579401346,-0.1351351351351351,-0.11052833655573374
610.0,0.014782608695652177,-0.13043478260869568,0.04836309523809523,-0.14948453608247425,-0.10112144084437902
610.0,0.014782608695652177,-0.13043478260869568,0.036963434022257546,-0.13461538461538458,-0.09765195059312703
610.0,0.014782608695652177,-0.13043478260869568,0.04629629629629628,-0.160427807486631,-0.11413151119033471
610.0,0.014782608695652177,-0.13043478260869568,0.05710955710955712,-0.1314432989690722,-0.07433374185951508
610.0,0.014782608695652177,-0.13043478260869568,0.000801924619085792,-0.125,-0.12419807538091421
610.0,0.014782608695652177,-0.13043478260869568,0.01891447368421051,-0.14130434782608697,-0.12238987414187646
610.0,0.014782608695652177,-0.1304347826086957,0.032964184218185325,-0.13916954414032132,-0.106205359922136
0.0,0.0,2.7755575615628914e-17,0.017713377382235367,0.010597016667681779,0.016324387708040004
