# of comparisons,AOD_comp,Within_comp,EOD_comp
525.0,0.001850383293682284,0.025377936980146898,0.027228320273829182
525.0,-0.051515151515151486,-0.010416666666666657,-0.06193181818181814
525.0,0.006241234221598918,-0.04321978479281849,-0.03697855057121957
525.0,-0.031911675741076895,0.0807933662034962,0.0488816904624193
525.0,-0.08383458646616537,0.013567651300678385,-0.07026693516548699
525.0,-0.022660561230480214,0.07367287896117877,0.05101231773069856
525.0,-0.026548076275183546,-0.01762820512820515,-0.044176281403388695
525.0,-0.023606940273606963,-0.09926373218920492,-0.12287067246281189
525.0,-0.10505050505050503,-0.03042328042328038,-0.1354737854737854
525.0,-0.05577744112381211,0.04402319635842117,-0.011754244765390942
525.0,-0.03928133201607004,0.0036483360603745824,-0.03563299595569546
0.0,0.033518458815288886,0.05258744631515346,0.06222251516434494
