weight_formula, fairness_lambda, MSE_lr                , MSE_unweight       , MSE_weight         , MSE_fairreg, spearman_lr       , spearman_unweighted, spearman_weighted , spearman_fairreg, pearson_lr         , pearson_unweighted, pearson_weighted  , pearson_fairreg, I_sep_lr             , I_sep_bi            , I_sep_weighted_bi     , I_sep_fairreg_bi, violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1, 0.018883969242299698  , 0.4689721420578396 , 0.4735396264087364 ,            , 0.8204485446924445,  0.8282745056966522, 0.7807122862881101,                 , 0.8051651351608018 , 0.7736219935348374, 0.7065383469038461,                , 0.08418322608694621  , 0.03407073619284798 , 5.3335029909257705e-06,                 ,       1.0,                1.0,                  ,           0.87,             0.85, 
eq15          ,             0.1, 1.6229672981454036e+18, 0.26439249239286805, 0.542840298405542  ,            , 0.7970850022933036,  0.806774795009691 , 0.7721193896069493,                 , 0.1222977755091264 , 0.7365108926957646, 0.694873050270918 ,                , 0.0007705327104907036, 0.0410288748334412  , 0.0001484333503739623 ,                 ,       1.0,                1.0,                  ,           0.89,             0.77, 
eq15          ,             0.1, 6.910477155894543e+17 , 0.4745530791516566 , 0.5185491207816135 ,            , 0.7945681252031577,  0.8127028989788656, 0.7764893897428955,                 , -0.1257853735608109, 0.7128139783489974, 0.669557810466116 ,                , 0.0010087704361074453, 0.028754629162071856, 0.0006901898927478002 ,                 ,       1.0,                1.0,                  ,           0.91,             0.82, 
eq15          ,             0.1, 0.02093623933921495   , 0.3657304286221952 , 0.5459711651773927 ,            , 0.7901303345788723,  0.8029781751554851, 0.7914924931764514,                 , 0.7834950648672561 , 0.7305214929555867, 0.7071391484121634,                , 0.09115057316294009  , 0.03728337656859579 , 0.0005018275030165243 ,                 ,       1.0,                1.0,                  ,           0.89,             0.89, 
eq15          ,             0.1, 0.02087117139655507   , 0.36904354187157534, 0.36539753980049494,            , 0.7961643817773237,  0.7834041026727022, 0.7552513169749252,                 , 0.7914576747894138 , 0.7224958474872845, 0.6916933713924093,                , 0.11197611749262938  , 0.06342107321124642 , 0.00547575003534857   ,                 ,       1.0,                1.0,                  ,           0.81,             0.66, 
eq15          ,             0.1, 0.01695696265292394   , 0.3239686892575126 , 0.3999292383926719 ,            , 0.8229476798760965,  0.8158556715503419, 0.7454393725397941,                 , 0.8329862611085134 , 0.759536483025739 , 0.6777185335193703,                , 0.10360368699574253  , 0.02485177051800248 , 0.00014102449681828756,                 ,       1.0,                1.0,                  ,           0.8 ,             0.82, 
eq15          ,             0.1, 0.01908278277256699   , 0.39078904079175275, 0.32320829504197535,            , 0.8140409387892851,  0.7896945903354667, 0.759488867255802 ,                 , 0.8084663926395714 , 0.7186506752915666, 0.6941646485332307,                , 0.07001581039387272  , 0.020454865322543286, 8.085544051829228e-05 ,                 ,       1.0,                1.0,                  ,           0.86,             0.84, 
eq15          ,             0.1, 5.516855416653038e+17 , 0.38917670442654795, 0.3212391204384817 ,            , 0.7928272174124152,  0.7947549567529866, 0.7318733279248941,                 , 0.12364909586707218, 0.7133817604545962, 0.6507421811228417,                , 0.00101045014134694  , 0.01479915092542301 , 0.001919155828437679  ,                 ,       1.0,                1.0,                  ,           0.84,             0.87, 
eq15          ,             0.1, 0.019787097198400213  , 0.4128783512873205 , 0.48625183083184503,            , 0.8130087139340891,  0.8121974321117127, 0.7591963008809325,                 , 0.7989816227138933 , 0.7156212660452105, 0.6555965932720992,                , 0.09943302636248891  , 0.027356306429060496, 0.0004399501954001318 ,                 ,       1.0,                1.0,                  ,           0.8 ,             0.79, 
eq15          ,             0.1, 0.02204987573030197   , 0.34556420084529305, 0.39593959776122833,            , 0.806653564866576 ,  0.8077553763224549, 0.7532372087080584,                 , 0.7778924621668566 , 0.7411499486620416, 0.668859856878209 ,                , 0.12450919370418004  , 0.036965425049337294, 6.808161907340497e-05 ,                 ,       1.0,                1.0,                  ,           0.85,             0.78, 
