fairness_lambda,num_comp_pairs_eval,Acc_lr,Acc_unweight,Acc_weighted,Acc_fairreg,F1_lr,F1_unweight,F1_weighted,F1_fairreg,AOD_lr,AOD_unweight,AOD_weighted,AOD_fairreg,EOD_lr,EOD_unweight,EOD_weighted,EOD_fairreg,I_sep_lr,I_sep_bi,I_sep_weighted_bi,I_sep_fairreg_bi,violate_r,violate_r_weighted,violate_r_fairreg,violate_comp_r,violate_comp_r_w,violate_comp_r_fairreg
0.1,7,0.7868852459016393,0.7540983606557377,0.7540983606557377,,0.8169014084507042,0.7761194029850746,0.7761194029850746,,-0.15493421052631573,-0.3036184210526316,-0.10723684210526319,,-0.2598684210526315,-0.33223684210526316,-0.10197368421052633,,0.02247174047146958,0.06674991259844892,0.007479952487093004,,0.5,0.14,,0.76,0.64,
0.1,7,0.7540983606557377,0.7213114754098361,0.7540983606557377,,0.7887323943661971,0.7536231884057971,0.782608695652174,,-0.3903508771929824,-0.33771929824561403,-0.15369152046783624,,-0.3223684210526315,-0.2171052631578947,-0.1546052631578947,,0.09915155549985745,0.059712143828377466,0.01515062883645414,,0.54,0.21,,0.77,0.62,
0.1,7,0.8688524590163934,0.8032786885245902,0.8360655737704918,,0.875,0.8181818181818182,0.8484848484848485,,-0.16002747252747246,-0.038499694749694724,0.03567612942612952,,-0.23076923076923073,-0.17521367521367515,-0.09829059829059827,,0.02891428475585661,0.0012380532336600993,0.001136568349982336,,0.15,0.15,,0.7,0.67,
0.1,7,0.8852459016393442,0.8524590163934426,0.8032786885245902,,0.8923076923076924,0.8615384615384616,0.8235294117647058,,0.0007411067193675569,-0.03544310380694815,-0.12623517786561256,,-0.09090909090909094,-0.038277511961722466,-0.18181818181818177,,4.817111805045017e-05,0.0011277914381710645,0.012914384532190352,,0.15,0.15,,0.73,0.76,
0.1,7,0.8524590163934426,0.7868852459016393,0.7540983606557377,,0.8615384615384616,0.7936507936507936,0.7945205479452054,,-0.15119047619047615,-0.20238095238095233,-0.07619047619047614,,-0.15238095238095228,-0.3047619047619048,-0.052380952380952306,,0.02088910378000318,0.02795765435707696,0.004219828902358005,,0.24,0.04,,0.73,0.74,
0.1,7,0.8360655737704918,0.8032786885245902,0.8032786885245902,,0.8387096774193549,0.8125,0.7931034482758621,,-0.12538322185061312,-0.1591996469713861,-0.12308389074693415,,-0.09134615384615385,-0.09134615384615385,-0.043269230769230727,,0.012943605015562097,0.01838812343671931,0.010122122649273849,,0.13,0.18,,0.77,0.72,
0.1,7,0.819672131147541,0.819672131147541,0.7213114754098361,,0.819672131147541,0.819672131147541,0.7301587301587301,,-0.04608585858585856,-0.2228535353535353,-0.07386363636363646,,-0.21717171717171713,-0.07070707070707061,-0.10606060606060608,,0.002352600743866754,0.03375874805321068,0.0030977697159233378,,0.3,0.24,,0.83,0.7,
0.1,7,0.8524590163934426,0.7868852459016393,0.7704918032786885,,0.8860759493670886,0.8266666666666667,0.8205128205128205,,-0.23833333333333329,-0.4155555555555556,-0.3522222222222222,,-0.22666666666666668,-0.3866666666666667,-0.42666666666666664,,0.055606113996243614,0.13434791271174107,0.10533660135401898,,0.74,0.68,,0.83,0.72,
0.1,7,0.8032786885245902,0.8032786885245902,0.7377049180327869,,0.8235294117647058,0.8064516129032258,0.7333333333333333,,-0.49124788255223045,-0.2159796725014117,-0.4356766421983813,,-0.4110671936758894,-0.1462450592885376,-0.4189723320158103,,0.16549983669128346,0.026787279208823254,0.11289436566748103,,0.29,0.65,,0.79,0.8,
0.1,7,0.8360655737704918,0.819672131147541,0.8688524590163934,,0.8717948717948718,0.8607594936708861,0.8947368421052632,,-0.2090909090909091,-0.30121212121212115,-0.0978787878787879,,-0.4,-0.29333333333333333,-0.18666666666666676,,0.06468394266127164,0.07927193482977497,0.0162636896944604,,0.56,0.12,,0.78,0.61,
