weight_formula, fairness_lambda, Acc_lr            , Acc_unweight      , Acc_weighted      , Acc_fairreg, F1_lr             , F1_unweight       , F1_weighted       , F1_fairreg, AOD_lr             , AOD_unweight       , AOD_weighted       , AOD_fairreg, EOD_lr             , EOD_unweight       , EOD_weighted        , EOD_fairreg, I_sep_lr            , I_sep_bi           , I_sep_weighted_bi   , I_sep_fairreg_bi, violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1, 0.8554611526256526, 0.719009110451428 , 0.7213634967755144,            , 0.6704014939309056, 0.5891333632689717, 0.6112539274493002,           , 0.08056646403875678, 0.3224006468673666 , 0.11554866943698716,            , 0.08360991515630489, 0.2905210730474508 , 0.036692161943573054,            , 0.006179979728908297, 0.06750656979913436, 0.016502261072455334,                 ,       1.0,                1.0,                  ,            1.0,             0.97, 
eq15          ,             0.1, 0.8542327771522162, 0.7126625038386734, 0.692087214658614 ,            , 0.665884561238855 , 0.5923021060275963, 0.5885088919288646,           , 0.06499396215852388, 0.30597864703610794, 0.13565648752496395,            , 0.06124535342377058, 0.2239628444287941 , 0.054285073308703025,            , 0.004712770843148503, 0.07708101288215513, 0.020552489954673323,                 ,       1.0,                1.0,                  ,            1.0,             0.99, 
eq15          ,             0.1, 0.8469648889343843, 0.7145050670488279, 0.7033473231651142,            , 0.6530517521466698, 0.5896719140797411, 0.5986149584487535,           , 0.10648547300242944, 0.32755109337178356, 0.14731957771750692,            , 0.12726107392109393, 0.2763851303233157 , 0.057684090585386705,            , 0.008190425632886961, 0.07578090755090454, 0.02464511974201371 ,                 ,       1.0,                1.0,                  ,            1.0,             1.0 , 
eq15          ,             0.1, 0.8522878493192753, 0.7158358071450507, 0.6973078104207187,            , 0.6607100869974136, 0.5855479247536578, 0.5909531055471019,           , 0.08970919127861393, 0.3205526399006354 , 0.15407074361970818,            , 0.10536963397860288, 0.267783266522877  , 0.060837209053396624,            , 0.00632632621908713 , 0.07347568307692615, 0.026608327916808863,                 ,       1.0,                1.0,                  ,            1.0,             1.0 , 
eq15          ,             0.1, 0.8462483365748797, 0.711741222233596 , 0.7239226123451735,            , 0.6462552991050401, 0.5860041164363422, 0.6128893354384958,           , 0.08565076284050926, 0.32839432201103275, 0.11871289293613252,            , 0.0841663045052875 , 0.26660616441274476, 0.035185043161114926,            , 0.007355120669847588, 0.07942509481022002, 0.01801412588071728 ,                 ,       1.0,                1.0,                  ,            1.0,             0.97, 
eq15          ,             0.1, 0.8534138601699253, 0.7096939297778687, 0.7281195618794145,            , 0.6601803512102515, 0.5813404192500738, 0.6097560975609756,           , 0.10625370468189849, 0.3353063114814962 , 0.11968488799423016,            , 0.13478215021214301, 0.29004044363943127, 0.06292025407537905 ,            , 0.007260605125268054, 0.07684550377781119, 0.014592433430448993,                 ,       1.0,                1.0,                  ,            1.0,             0.96, 
eq15          ,             0.1, 0.8486027228989661, 0.7132766915753915, 0.7017094892005323,            , 0.6499408284023669, 0.5928187236516935, 0.6012588943623426,           , 0.09516266239502252, 0.3186089439204774 , 0.12451490071637805,            , 0.1118771218924543 , 0.23479629832438942, 0.030930347168984795,            , 0.006997315077780433, 0.08302711885487468, 0.020299688569548276,                 ,       1.0,                1.0,                  ,            1.0,             0.99, 
eq15          ,             0.1, 0.8525949431876344, 0.7123554099703142, 0.7165523595045552,            , 0.6598960793575814, 0.5899007589025103, 0.6052744119743407,           , 0.09194445654586336, 0.3161676484974517 , 0.11468722270076392,            , 0.10032431656741048, 0.23904570567553984, 0.04503982205639667 ,            , 0.007464427854959237, 0.07921288736501399, 0.015022952049516968,                 ,       1.0,                1.0,                  ,            1.0,             0.98, 
eq15          ,             0.1, 0.8513665677141979, 0.7105128467601597, 0.7303715835807145,            , 0.6654377880184332, 0.591919191919192 , 0.6244653550042771,           , 0.08365672922201828, 0.30430976345326965, 0.09089493404303273,            , 0.10162475448041441, 0.21697570755437057, 0.009202532032037136,            , 0.005139232075748497, 0.07601666967133892, 0.01240490182460218 ,                 ,       1.0,                1.0,                  ,            1.0,             0.92, 
eq15          ,             0.1, 0.8539256832838571, 0.7141979731804688, 0.7253557170641827,            , 0.6661988304093567, 0.5890491610244333, 0.617424782546699 ,           , 0.093928823479209  , 0.33078531015706475, 0.10127877170421606,            , 0.11837386837386843, 0.27725252725252725, 0.04105479105479104 ,            , 0.006027897173883572, 0.0787650549829735 , 0.011866121759746322,                 ,       1.0,                1.0,                  ,            1.0,             0.89, 
