weight_formula, fairness_lambda, MSE_lr, MSE_unweight      , MSE_weight        , MSE_fairreg, spearman_lr, spearman_unweighted, spearman_weighted , spearman_fairreg, pearson_lr, pearson_unweighted, pearson_weighted  , pearson_fairreg, I_sep_lr, I_sep_bi             , I_sep_weighted_bi    , I_sep_fairreg_bi, violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1,       ,  8.153872575071153,  7.608121814759563,            ,            ,  0.6618122053701712, 0.6471320958281571,                 ,           , 0.6326794842106227, 0.6117601886632746,                ,         , 0.0018317435243194048, 0.006912061062554494 ,                 ,      0.15,               0.04,                  ,           0.1 ,             0.15, 
eq15          ,             0.1,       , 13.713609730642883, 13.458976574667531,            ,            ,  0.6513527347993534, 0.6688607665389414,                 ,           , 0.6059892600163234, 0.6121430716323508,                ,         , 0.007114981253921582 , 0.0002860265536963064,                 ,      0.0 ,               0.0 ,                  ,           0.3 ,             0.2 , 
eq15          ,             0.1,       , 13.510338129771682, 13.704678802840466,            ,            ,  0.6718246815884951, 0.6386130756194854,                 ,           , 0.598461835985886 , 0.5859630879010278,                ,         , 0.013721266484633253 , 0.0012158322831666872,                 ,      0.0 ,               0.0 ,                  ,           0.39,             0.22, 
eq15          ,             0.1,       ,  8.059096539235343, 13.623717591362698,            ,            ,  0.6441399590335032, 0.6315206823886768,                 ,           , 0.5981078279577663, 0.6001832070640095,                ,         , 0.004826395112926168 , 0.0029109819272078235,                 ,      0.23,               0.16,                  ,           0.26,             0.3 , 
eq15          ,             0.1,       , 13.665938835297792,  7.867508826404011,            ,            ,  0.6250681221012903, 0.6136201178521571,                 ,           , 0.5917674080244916, 0.5912623679966379,                ,         , 0.0031365746404029503, 0.00508663318849308  ,                 ,      0.0 ,               0.03,                  ,           0.23,             0.16, 
eq15          ,             0.1,       , 13.807378996515268, 12.906725103666728,            ,            ,  0.6005777217176955, 0.6115202621882772,                 ,           , 0.5653673428013587, 0.5528786331064192,                ,         , 0.015969163990141408 , 0.002886894594369888 ,                 ,      0.0 ,               0.05,                  ,           0.49,             0.3 , 
eq15          ,             0.1,       ,  7.750265882456727, 13.487961800038471,            ,            ,  0.6712030270829707, 0.6665554074803178,                 ,           , 0.6428256262124392, 0.6154106869429565,                ,         , 0.006533927108677862 , 0.006211989066658253 ,                 ,      0.36,               0.0 ,                  ,           0.23,             0.34, 
eq15          ,             0.1,       ,  7.836454826791408,  8.031025762712986,            ,            ,  0.6714936804928656, 0.6252839837527556,                 ,           , 0.6220380946317225, 0.6089165438300397,                ,         , 0.01024214232011832  , 0.0002961069322823036,                 ,      0.85,               0.43,                  ,           0.25,             0.14, 
eq15          ,             0.1,       ,  8.145081255161408, 13.904220098041078,            ,            ,  0.6375038057136486, 0.6164820942745641,                 ,           , 0.5811549288358053, 0.5714156101375816,                ,         , 0.008587724003959409 , 0.009814805573015744 ,                 ,      0.62,               0.0 ,                  ,           0.28,             0.45, 
eq15          ,             0.1,       , 13.605769848592532, 13.852208682590076,            ,            ,  0.6461544295268234, 0.6545862187649792,                 ,           , 0.5882233287598098, 0.6147996620567955,                ,         , 0.005387968517342683 , 0.007280654248788976 ,                 ,      0.0 ,               0.0 ,                  ,           0.34,             0.29, 
