# of comparisons,AOD_comp,Within_comp,EOD_comp
610.0,0.08709677419354842,0.01054347826086953,0.09764025245441794
610.0,0.15181598062953988,-0.07739649384557999,0.07441948678395989
610.0,0.10095389507154207,-0.10746513535684986,-0.006511240285307793
610.0,0.16880439761795696,-0.019893899204244017,0.14891049841371296
610.0,0.13381688216125304,-0.003809523809523735,0.1300073583517293
610.0,0.12808349146110062,-0.05200000000000003,0.07608349146110059
610.0,0.18192903304475067,-0.10048060802503632,0.08144842501971435
610.0,0.15506566604127583,-0.05198412698412702,0.10308153905714881
610.0,0.14719218695500522,-0.107936507936508,0.03925567901849722
610.0,0.17353175657719905,-0.001965338574236225,0.17156641800296282
610.0,0.14282900637531717,-0.05123881554752356,0.0915901908277936
0.0,0.02924719822498651,0.04354665241943057,0.049322698420065064
