# of comparisons,AOD_comp,Within_comp,EOD_comp
305.0,0.021080368906455954,0.1149797570850202,0.13606012599147616
305.0,-0.002502502502502474,0.03342730567861463,0.030924803176112153
305.0,0.09865900383141767,0.08270676691729327,0.18136577074871094
305.0,0.001930501930501885,0.21291448516579412,0.21484498709629601
305.0,0.045584045584045524,0.4037230948225713,0.4493071404066168
305.0,0.11324041811846683,0.14864864864864866,0.2618890667671155
305.0,0.043372319688109146,0.1418372203712518,0.18520954005936094
305.0,0.07541720154043641,0.20898876404494382,0.2844059655853802
305.0,0.05235325224748813,0.2737373737373737,0.3260906259848618
305.0,0.1073663938372653,-0.051942902458366386,0.05542349137889892
305.0,0.05565010031816844,0.15690205140131452,0.21255215171948297
0.0,0.03994652569345213,0.12117807259008354,0.11907788084445349
