# of comparisons,AOD,EOD,AOD_comp,Within_comp,EOD_comp
105.0,0.09644885159759298,0.03508771929824561,0.07070707070707069,-0.08974358974358973,-0.01903651903651904
105.0,0.09644885159759298,0.03508771929824561,-0.017857142857142863,-0.05454545454545455,-0.07240259740259741
105.0,0.09644885159759298,0.03508771929824561,0.13888888888888884,-0.0808080808080808,0.05808080808080804
105.0,0.09644885159759298,0.03508771929824561,0.06818181818181823,-0.12941176470588237,-0.06122994652406413
105.0,0.09644885159759298,0.03508771929824561,0.2676767676767676,0.125,0.3926767676767676
105.0,0.09644885159759298,0.03508771929824561,0.025252525252525262,-0.19318181818181818,-0.16792929292929293
105.0,0.09644885159759298,0.03508771929824561,0.14285714285714285,-0.017045454545454544,0.12581168831168832
105.0,0.09644885159759298,0.03508771929824561,-0.1266233766233766,-0.1515151515151515,-0.27813852813852813
105.0,0.09644885159759298,0.03508771929824561,0.0,-0.3125,-0.3125
105.0,0.09644885159759298,0.03508771929824561,-0.12058823529411763,-0.02500000000000001,-0.14558823529411763
105.0,0.09644885159759298,0.03508771929824561,0.04484954587895763,-0.09287513140454316,-0.04802558552558553
0.0,0.0,0.0,0.11507134342682769,0.11068939537329396,0.19598457603580505
