fairness_lambda,num_comp_pairs_eval,Acc_lr,Acc_unweight,Acc_weighted,Acc_fairreg,F1_lr,F1_unweight,F1_weighted,F1_fairreg,AOD_lr,AOD_unweight,AOD_weighted,AOD_fairreg,EOD_lr,EOD_unweight,EOD_weighted,EOD_fairreg,I_sep_lr,I_sep_bi,I_sep_weighted_bi,I_sep_fairreg_bi,violate_r,violate_r_weighted,violate_r_fairreg,violate_comp_r,violate_comp_r_w,violate_comp_r_fairreg
0.1,20,0.74,0.68,0.66,,0.8278145695364238,0.746031746031746,0.728,,0.09365832696715048,0.03109052711993887,0.0459160141329259,,0.13555194805194803,0.07629870129870131,0.06594967532467533,,0.010912190221117057,0.0014171692786196309,0.0016249210044242102,,0.09,0.07,,0.37,0.4,
0.1,20,0.71,0.665,0.655,,0.8,0.7124463519313304,0.7012987012987013,,0.179852714335473,0.01640170174652933,0.018528884908195264,,0.08575906851768922,-0.010300044782803441,-0.006045678459471571,,0.01697610373798764,2.8904095167917583e-05,5.6125591984188695e-05,,0.02,0.02,,0.47,0.46,
0.1,20,0.75,0.665,0.66,,0.831081081081081,0.7242798353909465,0.7213114754098361,,0.012104446236605004,0.07996163319664151,0.10170076363142416,,0.01162308011623081,0.02262349522623497,0.02262349522623497,,0.0001188683194139905,0.0017554140434430348,0.002615343112255615,,0.09,0.13,,0.42,0.44,
0.1,20,0.73,0.695,0.69,,0.8163265306122449,0.7468879668049793,0.743801652892562,,0.2676282051282052,0.1233974358974359,0.15626271876271874,,0.13247863247863245,0.1495726495726496,0.1782661782661783,,0.035704661086586514,0.011009756049135995,0.016553526451738437,,0.19,0.33,,0.37,0.46,
0.1,20,0.73,0.725,0.7,,0.8280254777070064,0.7924528301886793,0.7674418604651163,,0.15727866904337495,0.08743739920210503,0.08262880909939735,,0.1751633986928104,0.10214752567693741,0.05919701213818862,,0.025653860771756545,0.005523080568262958,0.0030118381456808673,,0.12,0.1,,0.32,0.37,
0.1,20,0.695,0.64,0.65,,0.7932203389830509,0.7073170731707317,0.717741935483871,,0.06782977236720178,0.13137368098526292,0.09977711266553074,,0.18476668759154635,0.2538187905419544,0.19062565390248998,,0.009640527758740004,0.01747704004870106,0.009995236285677982,,0.57,0.3,,0.57,0.54,
0.1,20,0.7,0.66,0.665,,0.7959183673469388,0.711864406779661,0.7196652719665272,,0.15055315055315055,0.025222462722462646,-0.007786195286195341,,0.1428571428571429,0.07738095238095233,0.04166666666666663,,0.01604837277623663,0.00115755186541487,7.201054035906931e-05,,0.03,0.04,,0.44,0.45,
0.1,20,0.755,0.645,0.65,,0.8382838283828383,0.714859437751004,0.717741935483871,,0.13864433811802246,0.12338118022328554,0.08922647527910693,,0.1124401913875599,0.15948963317384368,0.1311802232854865,,0.014868671337730599,0.010563815819554855,0.006320849368990253,,0.31,0.18,,0.45,0.41,
0.1,20,0.725,0.645,0.62,,0.8184818481848185,0.7125506072874493,0.6833333333333333,,0.12072537348272638,0.0820494864612511,0.051120448179271694,,0.12091503267973858,0.0212418300653594,-0.004901960784313708,,0.01326247258416618,0.0018181542452951555,0.0004392412536724712,,0.09,0.06,,0.41,0.37,
0.1,20,0.77,0.64,0.65,,0.847682119205298,0.7096774193548387,0.717741935483871,,0.03332817163128565,0.029378061827805668,0.01019201531617775,,0.030942057548285384,-0.0626724477729601,-0.0510445407962159,,0.0008630515011721188,9.65950836598739e-05,0.00017992654644156155,,0.07,0.01,,0.42,0.45,
