weight_formula, fairness_lambda, MSE_lr, MSE_unweight      , MSE_weight        , MSE_fairreg, spearman_lr, spearman_unweighted   , spearman_weighted     , spearman_fairreg, pearson_lr, pearson_unweighted   , pearson_weighted     , pearson_fairreg, I_sep_lr, I_sep_bi              , I_sep_weighted_bi     , I_sep_fairreg_bi, violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1,       , 10.80736061240623 ,  6.029108221015274,            ,            , -0.04417421192403505  , 0.019082063530283282  ,                 ,           , -0.045673477444343406, 0.029375980118896108 ,                ,         , 9.343648371016286e-05 , 0.00018079173210267858,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       ,  5.839280822985998,  6.46438860664608 ,            ,            , 0.052584407528816275  , 0.01543551473195524   ,                 ,           , 0.05582736585676705  , -0.013315650546392237,                ,         , 1.3188030061423001e-05, 0.00011015742264532546,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       , 12.332621763914794, 11.420023866480387,            ,            , -0.0060334221588566   , 0.017539389094889078  ,                 ,           , 0.01218731961658122  , -0.03748393455086503 ,                ,         , 0.0005588657254206485 , 0.0007833573578102132 ,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       ,  7.235427759462095,  8.422149715714543,            ,            , 0.042095606745471685  , -0.04161405118155758  ,                 ,           , 0.0025314816978034903, -0.03481124387205    ,                ,         , 0.00011277794516356823, 2.6444893091534675e-05,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       ,  7.452807287128523,  8.858490141801282,            ,            , -0.008228118056121819 , 0.006579029750570643  ,                 ,           , -0.056066590097783975, 0.040375396205168244 ,                ,         , 0.0005268748630533842 , 0.0007847734051696177 ,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       , 10.58455394333983 ,  8.965513852983586,            ,            , 0.01391985418311013   , 0.0021549573206484035 ,                 ,           , 0.06389705025708094  , 0.0017508692958151033,                ,         , 0.0009012670017762812 , 0.0007656611225379034 ,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       ,  7.65067713811397 ,  7.466324477315452,            ,            , -0.007313083154997529 , -0.06393956604165953  ,                 ,           , -0.03640043519024587 , -0.03970851819086037 ,                ,         , 0.000660025332644249  , 0.0003631856469556268 ,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       ,  9.498877001034296,  5.842357961049949,            ,            , 0.03677455706006162   , -0.016923067749935128 ,                 ,           , 0.027525763742817733 , 0.032776012716869314 ,                ,         , 0.0002894689004436741 , 0.0009169878335870755 ,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       ,  6.407780406947042,  7.440711906654694,            ,            , -0.017460604104661354 , -0.0013427347052566189,                 ,           , -0.03966507281086397 , 0.0005367671590255189,                ,         , 0.00024173654072251672, 0.000944632570906167  ,                 ,       0.0,                0.0,                  ,            0.0,             0.0 , 
eq15          ,             0.1,       , 11.177220711843646,  7.418401909273118,            ,            , -0.0002714028208254941, -0.039900001520197154 ,                 ,           , -0.037002928973869295, -0.05637215884374008 ,                ,         , 0.0004264029321449153 , 1.5859183087696506e-08,                 ,       0.0,                0.0,                  ,            0.0,             0.01, 
