# of comparisons,AOD_comp,Within_comp,EOD_comp
1050.0,-0.07822383064580696,-0.013891022031092631,-0.09211485267689959
1050.0,-0.07648929149919015,0.058654787216091214,-0.017834504283098934
1050.0,-0.07634601631711835,0.01036973467782304,-0.06597628163929531
1050.0,-0.1039663290055643,0.032997679119562806,-0.07096864988600149
1050.0,-0.029462041226747115,0.010442162815092665,-0.01901987841165445
1050.0,-0.08246814535158095,-0.007951454279137904,-0.09041959963071886
1050.0,-0.07709011943539631,0.020854854405269824,-0.05623526503012649
1050.0,0.009325780602376321,0.03334390862944164,0.042669689231817964
1050.0,-0.0875736307807996,0.052558324496288444,-0.03501530628451116
1050.0,-0.08824404761904761,0.02946154328339498,-0.05878250433565263
1050.0,-0.0690537671278875,0.02268405183327341,-0.046369715294614096
0.0,0.03174599178088732,0.02243529874129863,0.0385916459117201
