AOD,gAOD,MI,AOD_comp,Within_comp,Sep_comp
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.12267309495111828,-0.08781317405010784,0.15086365288445264
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.1706349206349206,-0.04915491549154916,0.17757387718092713
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.13358150470219435,-0.061383928571428575,0.14701022102345337
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.08925737860996509,-0.06952309985096869,0.11313859221861662
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.19026402640264028,-0.1599002849002849,0.24853269574471865
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.12436693741041567,-0.06841274538818189,0.14194167412143077
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.151726618705036,-0.12835945188886363,0.19873881279929415
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.07480769230769233,-0.07767251226231273,0.10783881485597609
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.11185770750988139,-0.0696083251392986,0.13174773492574543
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.1412409878815769,-0.05347971237801744,0.15102680654042588
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.10639703938673009,-0.026605770624909403,0.10967313718867847
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.13182618907809746,-0.07270586503789828,0.1505466271218435
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.18722104768616396,-0.11987704918032785,0.22231110547358543
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.13894230769230773,-0.12084555229716519,0.1841429129151345
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.17847985347985346,-0.0702020202020202,0.19178994170350752
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.08899909145972135,-0.0862312030075188,0.12392198615572526
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.15487203206907185,-0.07332350773765658,0.1713525112280465
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.13349563806045847,-0.07655677655677656,0.15388965338167845
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.15247811131957473,-0.12393267651888343,0.19649143172341849
-0.12669751678211072,-0.12669751678211078,0.01563916417326405,-0.17417053637526078,-0.053053053053053065,0.18207142054560926
-0.12669751678211066,-0.1266975167821108,0.01563916417326405,-0.13786463578613406,-0.08243208120686114,0.16273018048661336
5.551115123125783e-17,2.7755575615628914e-17,0.0,0.032257557428181836,0.031649911867755016,0.036916948733627435
