weight_formula, fairness_lambda, MSE_lr                , MSE_unweight       , MSE_weight         , MSE_fairreg        , spearman_lr       , spearman_unweighted, spearman_weighted , spearman_fairreg  , pearson_lr          , pearson_unweighted, pearson_weighted  , pearson_fairreg   , I_sep_lr              , I_sep_bi            , I_sep_weighted_bi     , I_sep_fairreg_bi    , violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1, 0.02350848765379929   , 0.33031531369822864, 0.2948284745831394 , 0.19908776382297716, 0.7933241295722714,  0.7981869316648927, 0.7441492856055834, 0.7909678657414786, 0.7527900649580959  , 0.7290876575025602, 0.661221461832042 , 0.7222796863674052, 0.057817622911733334  , 0.03871889556039626 , 0.00010030635890860267, 0.02682559955187596 ,       1.0,                1.0,               1.0,            1.0,             0.44,                    1.0
eq15          ,             0.1, 0.019103152122742478  , 0.24285571095876232, 0.40186623965599133, 0.2710617429695103 , 0.8110458192273667,  0.7956446361889721, 0.7611948487825746, 0.8023134789538582, 0.7932044151445482  , 0.7284227797061226, 0.6894291957975861, 0.736196892433403 , 0.0952873140947871    , 0.03176354973501135 , 0.000264916060681697  , 0.02604447340533823 ,       1.0,                1.0,               1.0,            1.0,             0.72,                    1.0
eq15          ,             0.1, 0.01941227752588039   , 0.4592374451716735 , 0.4431649975507383 , 0.4451207446328302 , 0.7907632050996426,  0.8062018049630241, 0.7624413539433316, 0.8037575377006158, 0.7929369637974883  , 0.7305039453397304, 0.6761758811530973, 0.7246516197148508, 0.09264550606936045   , 0.03795821099396462 , 0.001190117263284423  , 0.027775961461423786,       1.0,                1.0,               1.0,            1.0,             0.86,                    1.0
eq15          ,             0.1, 8.898666894090864e+16 , 0.4536826392008544 , 0.4476759358457247 , 0.2878957008564434 , 0.7938622484651594,  0.8008749853145514, 0.7601408771588686, 0.8008652700840339, -0.07519253009081936, 0.7285372929862677, 0.6726462446653263, 0.7308373289514298, 0.0003567776296554103 , 0.04622004354950269 , 0.0004174084076643909 , 0.026447585742789603,       1.0,                1.0,               1.0,            1.0,             0.76,                    1.0
eq15          ,             0.1, 0.020026876323873413  , 0.2377821293010123 , 0.37393547123856774, 0.35765937041584933, 0.79019176021053  ,  0.7904130984162342, 0.7474955743013342, 0.7871734244080177, 0.7916476822097309  , 0.724132525176076 , 0.6679045322736046, 0.706984351625787 , 0.09147487488688201   , 0.042937032418110976, 0.0019059368944761663 , 0.03736206324680684 ,       1.0,                1.0,               1.0,            1.0,             0.9 ,                    1.0
eq15          ,             0.1, 2.9058960097275894e+18, 0.35487682964664397, 0.4032247290443977 , 0.4263786209926027 , 0.7948727121353755,  0.806686636305144 , 0.7535249920351177, 0.7996799900530657, 0.0781024418935198  , 0.7284534286242725, 0.6447896388550904, 0.708270723204072 , 0.00033761471429776115, 0.021215191792447467, 0.0006203504045345221 , 0.01663364865992249 ,       1.0,                1.0,               1.0,            1.0,             0.35,                    1.0
eq15          ,             0.1, 0.021033226770561082  , 0.2953475909155556 , 0.2557068402828271 , 0.29537954157621793, 0.8029242228779437,  0.7949470579513783, 0.7502256962529281, 0.7955642666084319, 0.7878479475391054  , 0.734094299023951 , 0.6578400696942965, 0.7331145932046264, 0.06931721378536541   , 0.030737176698522377, 0.0006210273157042135 , 0.02340953030392799 ,       1.0,                1.0,               1.0,            1.0,             0.88,                    1.0
eq15          ,             0.1, 4.555169503348298e+17 , 0.37865520951036313, 0.2899785635947966 , 0.33993170406906476, 0.7916747847207203,  0.785574354290173 , 0.736362086772136 , 0.7784974823854488, 0.0752295383956556  , 0.706890069554419 , 0.6406419446009601, 0.6997632547735033, 0.00038509342355921833, 0.033731759562485246, 5.074313076000872e-06 , 0.03061993621121946 ,       1.0,                1.0,               1.0,            1.0,             0.45,                    1.0
eq15          ,             0.1, 0.01993244435014004   , 0.42906048681917947, 0.3976356631419589 , 0.36349282518434933, 0.7944053813632714,  0.80021788946303  , 0.7511285366171091, 0.7880768908304431, 0.7845633772663907  , 0.7226622952524787, 0.6729132786577806, 0.7078307198203979, 0.09556203818945755   , 0.02281136048704849 , 0.00013351243466816365, 0.019289722613314603,       1.0,                1.0,               1.0,            1.0,             0.6 ,                    1.0
eq15          ,             0.1, 0.020138662262226305  , 0.33313650073526135, 0.2707478064521933 , 0.37653736184152525, 0.8125251746686237,  0.7908310056669752, 0.7514225103013892, 0.7762141711382029, 0.7861574994188727  , 0.7094112110418431, 0.6488579114802764, 0.6961690125251774, 0.08463905075078504   , 0.01833789681004064 , 1.5763243695066583e-06, 0.014899412771408434,       1.0,                1.0,               1.0,            1.0,             0.61,                    1.0
