# of comparisons,AOD_comp,Within_comp,EOD_comp
3150.0,-0.11536361225094785,-0.09261365748485187,-0.20797726973579972
3150.0,-0.10864109505875214,-0.08901382013580905,-0.1976549151945612
3150.0,-0.09147522442920761,-0.08467727966421548,-0.1761525040934231
3150.0,-0.14507919956303694,-0.09879696143103991,-0.24387616099407686
3150.0,-0.0943849754381138,-0.09429751774301753,-0.18868249318113134
3150.0,-0.10640995630461922,-0.08281355484458008,-0.1892235111491993
3150.0,-0.10388423988842396,-0.08982645912115617,-0.19371069900958013
3150.0,-0.11990064289888958,-0.08203587806475887,-0.20193652096364845
3150.0,-0.09811121940939385,-0.09000156627785771,-0.18811278568725157
3150.0,-0.08731951324008025,-0.06023380088902405,-0.1475533141291043
3150.0,-0.10705696784814651,-0.08643104956563108,-0.19348801741377758
0.0,0.016017516566048023,0.010028684787458091,0.023061618468002323
