MSE_lr,MSE_unweight,MSE_weight,spearman_lr,spearman_unweighted,spearman_weighted,pearson_lr,pearson_unweighted,pearson_weighted,I_sep_lr,I_sep_bi,I_sep_weighted_bi,violate_r,violate_r_weighted,violate_comp_r,violate_comp_r_w
0.02083296219471231,0.4408177910869644,0.4106235246349695,0.7949345515761348,0.8231740283372468,0.7895646395688417,0.790816355718557,0.7645084919597646,0.7318567334116125,0.06626132278453255,0.036145023841200254,0.0006127167110544712,0.11,0.11,1.0,0.36
0.02353729448809722,0.30706936151808756,0.5203838124908811,0.7759818437639187,0.8135633354902159,0.7865164528697312,0.7733155135661467,0.7540945921470003,0.721990080192234,0.07538555401859627,0.03794646079120459,0.002642094390132914,0.18,0.11,1.0,0.43
0.021638718131362374,0.3721042933016344,0.5152768558244984,0.7987190032161862,0.7989497774581962,0.7579542675396131,0.7790511331432892,0.7328919564120827,0.685655373586562,0.09699144134219571,0.03560612309650014,4.3151875930648056e-05,0.02,0.02,1.0,0.36
0.021468873458528933,0.5317809858830506,0.2476026075317535,0.7844002019189965,0.811481108806546,0.7592184619694159,0.7878864482557816,0.7342557446638583,0.6781708022065708,0.11282536920008313,0.0448898389685847,0.0005057992617660126,0.07,0.07,1.0,0.23
0.022917091210717458,0.2796809007245584,0.39584352185148436,0.791665928551096,0.8155227340720315,0.769216995333247,0.7708918246194035,0.7328895653046117,0.6724855183313889,0.07310875804908691,0.04278902642154186,0.00025321482025342977,0.11,0.11,1.0,0.65
0.019369481103508352,0.47990353588578233,0.41516262460234576,0.7904640119902224,0.8010769956972061,0.7644787212666139,0.7948934772167007,0.7297526089241838,0.6713331166195327,0.06774513036830941,0.034209473581852445,0.0005928806024073171,0.47,0.47,1.0,0.52
0.020708616878726382,0.5215869006135889,0.3531291400195953,0.7757399490544289,0.802510430268391,0.7653699816005003,0.7770653350238245,0.7313252203560541,0.6945438802325669,0.09417565245108236,0.04482205564075763,0.0008288222347799963,1.0,0.97,1.0,0.32
0.022096429957183073,0.5239318600174123,0.5551428738850621,0.7840436203547787,0.8066702191373217,0.7839713845395119,0.7896819203071742,0.7529023772310552,0.7269221972802136,0.06817057222334384,0.04786104888695828,0.0055084881523882225,0.29,0.29,1.0,0.61
0.01968734440491065,0.3336914170162489,0.361320245163991,0.8031480543816194,0.8027344903467264,0.7622857437177984,0.7839806811932718,0.7434771095205555,0.691606500437833,0.06920516983367739,0.03452498247516909,5.8972952350784134e-05,0.15,0.15,1.0,0.26
0.021828753677270003,0.8886609981321111,0.6895177961065998,0.7819211686255144,0.8092411546040452,0.77399917094442,0.7696572631370902,0.7425052196798956,0.7026961181381466,0.0909448137788052,0.06096744586410318,0.005921915248117343,0.07,0.07,1.0,0.22
