weight_formula, fairness_lambda, Acc_lr            , Acc_unweight      , Acc_weighted      , Acc_fairreg       , F1_lr             , F1_unweight       , F1_weighted       , F1_fairreg        , AOD_lr               , AOD_unweight         , AOD_weighted        , AOD_fairreg          , EOD_lr               , EOD_unweight         , EOD_weighted        , EOD_fairreg          , I_sep_lr             , I_sep_bi              , I_sep_weighted_bi     , I_sep_fairreg_bi      , violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1, 0.6475095785440613, 0.5862068965517241, 0.5823754789272031, 0.6168582375478927, 0.7012987012987013, 0.5813953488372093, 0.6036363636363636, 0.6376811594202898, 0.10194089875852419  , -0.031845999777456335, -0.07709310273569758, -0.02616239329825626 , -0.020930232558139528, -0.1268498942917548  , -0.18350951374207186, -0.10570824524312905 , 0.0037050930913010375, 0.0008419504194405366 , 0.0035208951220802175 , 0.000562874079562206  ,      0.14,               0.35,              0.1 ,           0.28,             0.42,                   0.27
eq15          ,             0.1, 0.6091954022988506, 0.578544061302682 , 0.5977011494252874, 0.5823754789272031, 0.6577181208053692, 0.5634920634920635, 0.5914396887159533, 0.5855513307984791, 0.18963406126708543  , 0.022170889424395268 , 0.01819148867533149 , -0.011231015332901051, 0.17111423220973787  , -0.03604868913857673 , -0.04400749063670417, -0.12897940074906367 , 0.01824172188463584  , 0.00017333843216027278, 0.00010638248827976958, 0.00014125931390240025,      0.06,               0.09,              0.16,           0.12,             0.1 ,                   0.26
eq15          ,             0.1, 0.6091954022988506, 0.5747126436781609, 0.6053639846743295, 0.5862068965517241, 0.6730769230769231, 0.621160409556314 , 0.6555183946488294, 0.6301369863013698, 0.31798132183908046  , 0.11766825468844527  , 0.12370576225045365 , 0.14840517241379314  , 0.24137931034482762  , 0.08575317604355714  , 0.11116152450090744 , 0.1293103448275862   , 0.04216310062149251  , 0.005216905140520336  , 0.006185481926620783  , 0.008686451716628294  ,      0.12,               0.12,              0.2 ,           0.33,             0.43,                   0.55
eq15          ,             0.1, 0.6091954022988506, 0.5670498084291188, 0.5632183908045977, 0.5517241379310345, 0.6832298136645962, 0.5637065637065637, 0.5581395348837209, 0.5375494071146245, 0.12709246763943105  , -0.15882723271992194 , -0.14719932574317773, -0.1470413427613807  , 0.14779395783525318  , -0.16539882634209951 , -0.1421430123886112 , -0.21212779830471634 , 0.008162766609062438 , 0.011394050196104868  , 0.009594486867791916  , 0.010857071122623376  ,      0.32,               0.2 ,              0.37,           0.58,             0.5 ,                   0.62
eq15          ,             0.1, 0.5938697318007663, 0.5593869731800766, 0.5478927203065134, 0.5402298850574713, 0.6442953020134228, 0.5878136200716846, 0.5902777777777778, 0.5652173913043478, -0.055435769135732005, 0.0561123149151318   , 0.059398818688107036, 0.07985497329455815  , -0.082995951417004   , 0.10576923076923073  , 0.06275303643724695 , 0.13917004048582998  , 0.001407805303255685 , 0.0013511433495995253 , 0.0015600904648184226 , 0.002727139545412755  ,      0.05,               0.03,              0.1 ,           0.26,             0.19,                   0.35
eq15          ,             0.1, 0.6206896551724138, 0.5823754789272031, 0.6360153256704981, 0.6053639846743295, 0.7044776119402985, 0.6120996441281139, 0.6441947565543071, 0.5863453815261044, -0.160949586256521   , 0.10901428614259157  , 0.05867549619236079 , 0.01629302332553817  , -0.13685015290519875 , 0.086901121304791    , 0.049949031600407756, -0.032364933741080515, 0.014809512217229644 , 0.005238459197109518  , 0.0016002215062624362 , 0.0001391643893365054 ,      0.14,               0.07,              0.1 ,           0.37,             0.19,                   0.12
eq15          ,             0.1, 0.6283524904214559, 0.6053639846743295, 0.5823754789272031, 0.6053639846743295, 0.6978193146417445, 0.6334519572953736, 0.5758754863813229, 0.628158844765343 , 0.15523255813953496  , -0.043178294573643416, -0.03848837209302319, 0.03825581395348843  , 0.08906976744186057  , -0.007906976744186056, -0.0248837209302325 , 0.07186046511627908  , 0.01259525632072926  , 0.0007943385291869466 , 0.0006616586802250413 , 0.0007318718026320492 ,      0.03,               0.03,              0.02,           0.14,             0.17,                   0.19
eq15          ,             0.1, 0.6130268199233716, 0.5517241379310345, 0.6168582375478927, 0.578544061302682 , 0.6529209621993127, 0.5650557620817844, 0.6575342465753424, 0.5925925925925926, 0.013843767508436411 , -0.03849423737077684 , -0.05438746039559983, -0.02623943530497147 , 0.01632906159570069  , -0.046093427035965306, -0.07379082265398929, 0.02066969822240594  , 8.56239378100217e-05 , 0.000660748197958782  , 0.001406461153874118  , 0.000141356828961268  ,      0.06,               0.07,              0.05,           0.23,             0.19,                   0.18
eq15          ,             0.1, 0.5900383141762452, 0.5593869731800766, 0.5632183908045977, 0.5478927203065134, 0.6624605678233438, 0.5848375451263538, 0.5777777777777777, 0.5755395683453237, 0.12142000623546056  , -0.11711595387129592 , -0.10369810777753796, -0.06980178430102885 , 0.03172890135980999  , -0.1806604791711634  , -0.14072954888840922, -0.15627023526872436 , 0.0054898694812822975, 0.006584605737681372  , 0.005009503617084739  , 0.002696856092432654  ,      0.25,               0.19,              0.18,           0.39,             0.35,                   0.25
eq15          ,             0.1, 0.6206896551724138, 0.5747126436781609, 0.5977011494252874, 0.5900383141762452, 0.6876971608832808, 0.6262626262626263, 0.6341463414634146, 0.624561403508772 , 0.0858550904491433   , -0.09634305442858737 , -0.12135618029370121, -0.13267704007764147 , -0.11498257839721249 , -0.1995354239256678  , -0.25249709639953544, -0.237630662020906   , 0.002874615643593078 , 0.004651782683648104  , 0.007403843736635492  , 0.008552875370948666  ,      0.42,               0.67,              0.59,           0.31,             0.43,                   0.49
