weight_formula, fairness_lambda, Acc_lr            , Acc_unweight      , Acc_weighted      , Acc_fairreg       , F1_lr             , F1_unweight       , F1_weighted       , F1_fairreg        , AOD_lr              , AOD_unweight        , AOD_weighted        , AOD_fairreg         , EOD_lr              , EOD_unweight        , EOD_weighted         , EOD_fairreg          , I_sep_lr            , I_sep_bi             , I_sep_weighted_bi    , I_sep_fairreg_bi     , violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1, 0.6759079567507624, 0.6673135569725533, 0.6667590795675076, 0.6675907956750763, 0.7243574628625324, 0.7002997002997003, 0.7006972111553785, 0.7009229234222998, -0.252226021717717  , -0.11148679572999831, -0.10731289588462234, -0.10498998411285965, -0.2091849543349349 , -0.1308228368610137 , -0.12755486300480456 , -0.12886205254728822 , 0.02225024832217614 , 0.0047838223665818925, 0.004466027941168725 , 0.0043562026221661025,      1.0 ,               1.0 ,              1.0 ,           1.0 ,             1.0 ,                   1.0
eq15          ,             0.1, 0.6736900471305795, 0.665927363459939 , 0.6648184086498475, 0.6642639312448018, 0.7232541735245709, 0.6985238929196897, 0.6952356944794555, 0.6958050741019844, -0.23569402116654647, -0.1102718071957115 , -0.11910164611133467, -0.11424365546137105, -0.20660771520146526, -0.09393887362637365, -0.1021577380952381  , -0.0982514880952381  , 0.019607673106197522, 0.003920552396417652 , 0.004571825021061162 , 0.0042117347216671895,      0.96,               0.99,              0.96,           1.0 ,             1.0 ,                   1.0
eq15          ,             0.1, 0.6881064596617688, 0.6709176601053507, 0.6711948988078735, 0.6709176601053507, 0.7373336446416063, 0.6997217303313938, 0.7000505816894285, 0.7004794347716377, -0.27594248677784006, -0.1313191500379023 , -0.13099341713887958, -0.13709782548104454, -0.19064963266917656, -0.12403513967031876, -0.12338367387227323 , -0.12922571456773413 , 0.024872238963136877, 0.005874964276987337 , 0.0058397779525262644, 0.006403809406071598 ,      1.0 ,               1.0 ,              1.0 ,           1.0 ,             1.0 ,                   1.0
eq15          ,             0.1, 0.665927363459939 , 0.6686997504851677, 0.6684225117826449, 0.6662046021624619, 0.7146578261899124, 0.7028102462074111, 0.7033730158730159, 0.7019801980198019, -0.3564406997899361 , -0.1065394011812425 , -0.10272065117534357, -0.09974002524389791, -0.2715910278718865 , -0.10591224629081941, -0.10274568517618987 , -0.10274568517618987 , 0.04408549788909471 , 0.003981217289796625 , 0.0037114099388200357, 0.003528044100828238 ,      0.98,               0.97,              0.97,           1.0 ,             0.99,                   0.99
eq15          ,             0.1, 0.6720266149154422, 0.6706404214028279, 0.6706404214028279, 0.6689769891876906, 0.7161027117830574, 0.7016574585635359, 0.7052109181141439, 0.7022443890274315, -0.20242510998988483, -0.09930908275721673, -0.09539617397662326, -0.10217717649046842, -0.1654805658611005 , -0.09886533060573488, -0.08888243588410016 , -0.09739028928724158 , 0.013645398391873193, 0.00345984097967427  , 0.0031033097287957185, 0.0035844362721805544,      0.96,               0.91,              0.95,           0.98,             0.98,                   0.99
eq15          ,             0.1, 0.68339340171888  , 0.6850568339340172, 0.6750762406431938, 0.6756307180482395, 0.7282246549262256, 0.7197829304390725, 0.7182692307692308, 0.718343765045739 , -0.21917078345996177, -0.13901563260168648, -0.10359059634403489, -0.10329247606906267, -0.17666078735812585, -0.12410033206597404, -0.09575155440378036 , -0.09704941293720026 , 0.016443837461029644, 0.006704613489075618 , 0.00378204682050354  , 0.0037897907546152404,      1.0 ,               0.99,              0.99,           1.0 ,             1.0 ,                   1.0
eq15          ,             0.1, 0.6678680343775991, 0.6731355697255337, 0.6686997504851677, 0.6686997504851677, 0.7118807118807119, 0.7021975246274311, 0.7054473749075671, 0.7054473749075671, -0.2863130744779663 , -0.17193774248521565, -0.09493214015873919, -0.09493214015873919, -0.20726799309427446, -0.12872810120850198, -0.056878838479608285, -0.056878838479608285, 0.025396960950095884, 0.00902481405159074  , 0.0025070377461402565, 0.0025070377461402565,      1.0 ,               0.9 ,              0.9 ,           1.0 ,             1.0 ,                   1.0
eq15          ,             0.1, 0.6692542278902135, 0.6662046021624619, 0.6645411699473246, 0.6653728860548933, 0.7211965412479552, 0.6997506234413965, 0.7000495785820525, 0.6999751429281631, -0.2399579792450195 , -0.1053606056567945 , -0.10065252683539194, -0.10224097208495131, -0.1670770487498906 , -0.06784432709980448, -0.06474895702657757 , -0.06739796364909412 , 0.01958598511242265 , 0.003383402042827689 , 0.0030889420624133955, 0.0032113242705414107,      0.97,               0.96,              0.97,           1.0 ,             0.99,                   1.0
eq15          ,             0.1, 0.6875519822567231, 0.6723038536179651, 0.674521763238148 , 0.6728583310230108, 0.730704898446834 , 0.7003042596348884, 0.7012722646310433, 0.6991330953595104, -0.27249684153317766, -0.11499886498174372, -0.11754893721904103, -0.11591798328103042, -0.19613170523510604, -0.08745897409586867, -0.08947104653047633 , -0.08550192507595455 , 0.02531339790178805 , 0.004190401573012291 , 0.00438947916993509  , 0.00420309797864331  ,      0.99,               0.99,              0.99,           1.0 ,             1.0 ,                   1.0
eq15          ,             0.1, 0.6742445245356252, 0.6689769891876906, 0.6689769891876906, 0.6664818408649847, 0.7165259348612787, 0.7038690476190477, 0.7031327697662855, 0.6999251683711649, -0.3237627067801536 , -0.16384199348234252, -0.1620900234265501 , -0.1658655025970105 , -0.2218252933507171 , -0.10102564102564104, -0.09853686802839345 , -0.09995943792553963 , 0.03396648483012956 , 0.007958973345591385 , 0.007742811905215328 , 0.008045510267901916 ,      1.0 ,               1.0 ,              1.0 ,           1.0 ,             1.0 ,                   1.0
