AOD,gAOD,MI,AOD_comp,Within_comp,Sep_comp,MI_comp,MI_comp2,Ratio
0.0,0.0,-3.947459643111668e-17,-0.010054021608643465,-0.022867123160914243,0.024979765254371195,0.0009420064915767576,0.0009420064915767515,-4.190480297544761e-14
0.0,0.0,-3.947459643111668e-17,0.01573564122738,0.023151023589443806,0.02799250431947461,0.0009474172470287162,0.0009474172470287268,-4.1665482188462e-14
0.0,0.0,-3.947459643111668e-17,-0.003703816996263015,0.018620268620268637,0.018985064230409326,0.0008644561121708225,0.0008644561121708225,-4.5664083896622645e-14
0.0,0.0,-3.947459643111668e-17,-0.005032239977572184,-0.01019242407400546,0.011367011379260678,0.00035487734677974183,0.00035487734677974486,-1.1123447802267576e-13
0.0,0.0,-3.947459643111668e-17,-0.007305431049537264,-0.01883779992774104,0.02020475263241655,0.0007572602674759447,0.0007572602674759527,-5.212817590798878e-14
0.0,0.0,-3.947459643111668e-17,-0.04365421455938695,-0.01335622573902659,0.04565171644953591,0.0015588813102407114,0.0015588813102407294,-2.5322387388826472e-14
0.0,0.0,-3.947459643111668e-17,-0.0012187385221543168,0.020819304152637497,0.020854945432328797,0.0007967292704739403,0.0007967292704739424,-4.9545809215261945e-14
0.0,0.0,-3.947459643111668e-17,0.03337994872307129,0.008229877540687935,0.034379526772333385,0.0007782167240790788,0.0007782167240790801,-5.072442574120966e-14
0.0,0.0,-3.947459643111668e-17,-0.001730145380271525,-0.020031038192843353,0.020105618471462746,0.001580147188139645,0.001580147188139638,-2.4981594580180417e-14
0.0,0.0,-3.947459643111668e-17,-0.01596429855821102,0.0036046597235200317,0.01636619687581895,0.0005806628496282285,0.0005806628496282335,-6.798195623568898e-14
0.0,0.0,-3.947459643111668e-17,-0.014912646480198438,-0.030169991770014448,0.03365435229574496,0.00122002023159846,0.0012200202315984492,-3.235569001949861e-14
0.0,0.0,-3.947459643111668e-17,0.04046051114084054,0.00332002173964413,0.04059649622972149,0.0010085299025330723,0.0010085299025330797,-3.914072982067302e-14
0.0,0.0,-3.947459643111668e-17,-0.0010655694466423782,-0.02206577612735744,0.02209148963624398,0.0007934935049895382,0.0007934935049895399,-4.974785071698493e-14
0.0,0.0,-3.947459643111668e-17,-0.023349169243144063,-0.04228711441490496,0.04830511101202695,0.0007447197326871384,0.0007447197326871361,-5.30059762062196e-14
0.0,0.0,-3.947459643111668e-17,0.0163113006396588,-0.006130859335349875,0.017425440159352653,0.0010279836939651012,0.0010279836939651008,-3.8400021968107983e-14
0.0,0.0,-3.947459643111668e-17,-0.01784787123572168,-0.03322759714512291,0.03771763141669267,0.000893188806167647,0.000893188806167644,-4.4195131150924316e-14
0.0,0.0,-3.947459643111668e-17,0.006711372924093573,-0.01216706177660018,0.013895320032365625,0.0012445490918478147,0.0012445490918478147,-3.171799062784073e-14
0.0,0.0,-3.947459643111668e-17,-0.020055620055620088,-0.02600327600327601,0.03283897469041841,0.0011838633928963494,0.001183863392896359,-3.334387790684291e-14
0.0,0.0,-3.947459643111668e-17,0.024774035474378953,-0.0069918957571905305,0.025741783931289723,0.0009506822178658634,0.0009506822178658603,-4.152238854296773e-14
0.0,0.0,-3.947459643111668e-17,0.015200140039677928,0.033337654481030154,0.03663937040292,0.0006903786546731024,0.0006903786546731031,-5.717818209458995e-14
0.0,0.0,-3.947459643111667e-17,-0.0006660416472132654,-0.007662268678855742,0.027489653581209427,0.0009459032018408836,0.0009459032018408852,-4.65880517603507e-14
0.0,0.0,1.2402749593590476e-32,0.01999239006182106,0.020132602204856527,0.010415865335673805,0.0002929795531960033,0.0002929795531960034,1.8132569515225402e-14
