# of comparisons,AOD_comp,Within_comp,EOD_comp
305.0,0.17447246525990742,-0.1606217616580311,0.013850703601876319
305.0,0.16666666666666669,-0.008689839572192493,0.1579768270944742
305.0,0.08460421205519242,-0.13259668508287292,-0.047992473027680504
305.0,0.08116883116883122,-0.10815602836879437,-0.026987197199963148
305.0,0.11688311688311687,-0.0017543859649122723,0.1151287309182046
305.0,0.08441558441558449,-0.09510869565217395,-0.010693111236589461
305.0,0.19444444444444442,-0.030769230769230757,0.16367521367521365
305.0,0.09045477261369313,-0.19191919191919193,-0.10146441930549881
305.0,0.1614718614718615,-0.04278074866310157,0.11869111280875992
305.0,0.1873015873015873,0.00412881915772087,0.19143040645930817
305.0,0.13418835422808856,-0.07682677484927805,0.05736157937881049
0.0,0.044534183588940575,0.06693776281861485,0.09821575755710082
