# of comparisons,AOD_comp,Within_comp,EOD_comp
305.0,0.11195445920303601,-0.1452293836194765,-0.03327492441644048
305.0,0.19117647058823528,-0.03730366492146597,0.1538728056667693
305.0,0.21780684104627768,-0.17948717948717952,0.03831966155909816
305.0,0.07650951199338299,-0.023720349563046167,0.05278916243033682
305.0,0.18487394957983194,0.08680555555555558,0.2716795051353875
305.0,0.09732142857142856,-0.03968253968253975,0.05763888888888881
305.0,0.19480519480519476,-0.019329896907216537,0.17547529789797822
305.0,0.08675373134328357,0.03310023310023305,0.11985396444351662
305.0,0.08499999999999998,-0.14438502673796794,-0.05938502673796796
305.0,0.19051724137931034,-0.15300546448087426,0.03751177689843607
305.0,0.14367188285099813,-0.0622237716743978,0.08144811117660031
0.0,0.05348513890308063,0.08448689196359187,0.09482798516436955
