# of comparisons,AOD_comp,Within_comp,EOD_comp
305.0,0.08717948717948726,-0.149171270718232,-0.06199178353874474
305.0,0.12999999999999998,-0.12565445026178013,0.0043455497382198505
305.0,0.11586452762923358,-0.16230366492146597,-0.046439137292232396
305.0,0.030684931506849367,-0.20725388601036265,-0.1765689545035133
305.0,0.08936355710549264,-0.14210526315789473,-0.052741706052402096
305.0,0.012493753123438305,-0.18652849740932642,-0.1740347442858881
305.0,0.02084972462627846,-0.23497267759562845,-0.21412295296935
305.0,0.056957462148521903,-0.1404494382022472,-0.0834919760537253
305.0,0.06428267347807584,-0.17741935483870963,-0.11313668136063379
305.0,0.13819875776397517,-0.18848167539267013,-0.05028291762869497
305.0,0.07458748745613525,-0.17143401785083173,-0.09684653039469648
0.0,0.042761484297268414,0.032201702637870956,0.06679832258750083
