weight_formula,fairness_lambda,Acc_lr,Acc_unweight,Acc_weighted,Acc_fairreg,F1_lr,F1_unweight,F1_weighted,F1_fairreg,AOD_lr,AOD_unweight,AOD_weighted,AOD_fairreg,EOD_lr,EOD_unweight,EOD_weighted,EOD_fairreg,I_sep_lr,I_sep_bi,I_sep_weighted_bi,I_sep_fairreg_bi,violate_r,violate_r_weighted,violate_r_fairreg,violate_comp_r,violate_comp_r_w,violate_comp_r_fairreg
eq15,0.1,0.659043659043659,0.6645876645876646,0.6638946638946639,,0.7050359712230215,0.6925031766200762,0.6916719643992372,,-0.2323424399563243,-0.11149448293051034,-0.11237943868272282,,-0.16665345837185763,-0.09436886364636987,-0.09613877515079472,,0.016950450712559573,0.0040267386624690815,0.004110062764191317,,0.64,0.65,,0.4,0.4,
eq15,0.1,0.6722106722106722,0.6777546777546778,0.6729036729036729,,0.7148884870403858,0.7077309868007542,0.7001270648030495,,-0.239117060206257,-0.12198703363460628,-0.13279393439135212,,-0.22149130214490786,-0.1260597871981084,-0.13856612058773865,,0.019401251639066648,0.005303050755599812,0.0062755563089574576,,0.84,0.92,,0.43,0.42,
eq15,0.1,0.7013167013167013,0.6881496881496881,0.6874566874566874,,0.7472140762463343,0.7225647348951911,0.7217766810610734,,-0.31847392346580783,-0.12830668889470986,-0.1290867200959579,,-0.21007301830534753,-0.05036509152673796,-0.051925153929234136,,0.036122171776802034,0.0047966519659400405,0.004867990973554239,,0.87,0.87,,0.4,0.4,
eq15,0.1,0.6638946638946639,0.668052668052668,0.6687456687456688,,0.7094068304373876,0.6993094789704959,0.699748743718593,,-0.31180012298600945,-0.09778846701360489,-0.09870927732668044,,-0.24273225194859915,-0.07746998104065717,-0.07746998104065717,,0.03379373196025331,0.003166647294171736,0.0032174898931730473,,0.53,0.51,,0.28,0.29,
eq15,0.1,0.6992376992376992,0.6923076923076923,0.693000693000693,,0.743801652892562,0.7218045112781954,0.722257053291536,,-0.2980997288342826,-0.15531121647679536,-0.15624231517325715,,-0.208032708032708,-0.12283549783549785,-0.12283549783549785,,0.030721639044147948,0.00815044360907161,0.008236644426820488,,0.95,0.96,,0.49,0.49,
eq15,0.1,0.683991683991684,0.6784476784476784,0.6784476784476784,,0.7279236276849642,0.7040816326530612,0.7040816326530612,,-0.24448173450117427,-0.058423685384851654,-0.06433924233847088,,-0.20347886517864444,-0.11162210775897319,-0.11162210775897319,,0.020739946730746008,0.0016347162746168334,0.0018651187966897411,,0.64,0.64,,0.31,0.31,
eq15,0.1,0.6694386694386695,0.6638946638946639,0.665973665973666,,0.7189157336476134,0.6974422956955708,0.7002487562189055,,-0.277206227074142,-0.11837159343170744,-0.11196215677360377,,-0.21574801651477393,-0.08704503510340755,-0.08813904374131931,,0.02534333277281563,0.0041854209882742546,0.0038580724745808396,,0.75,0.64,,0.41,0.4,
eq15,0.1,0.6632016632016632,0.6687456687456688,0.6694386694386695,,0.71875,0.7078239608801956,0.7103825136612022,,-0.2789057139463428,-0.1284396042896334,-0.12527627635443317,,-0.19147157190635455,-0.10869565217391308,-0.0993788819875776,,0.023898175602369492,0.005295535426709339,0.004899591773361801,,0.83,0.8,,0.42,0.46,
eq15,0.1,0.6784476784476784,0.6805266805266805,0.6860706860706861,,0.7228195937873357,0.7076727964489538,0.7094291212315587,,-0.2909514772157854,-0.15833628604296035,-0.1581151002310821,,-0.21204168422665803,-0.08801386920041376,-0.08878970154400223,,0.02769251496545785,0.007040566055322802,0.007081493628389382,,0.94,0.96,,0.54,0.48,
eq15,0.1,0.693000693000693,0.7006237006237006,0.7006237006237006,,0.7419918462434478,0.7369062119366626,0.7369062119366626,,-0.2782516998758682,-0.08821782153371005,-0.08821782153371005,,-0.19385349726615608,-0.0553517806664906,-0.0553517806664906,,0.023657494305400574,0.0021707972141715264,0.0021707972141715264,,0.35,0.35,,0.42,0.42,
