Acc_lr            , Acc_unweight      , Acc_weighted      , F1_lr             , F1_unweight       , F1_weighted       , AOD_lr              , AOD_unweight        , AOD_weighted        , EOD_lr               , EOD_unweight         , EOD_weighted         , I_sep_lr             , I_sep_bi              , I_sep_weighted_bi     , violate_r, violate_r_weighted, violate_comp_r, violate_comp_r_w
0.8157894736842105, 0.7697368421052632, 0.75              , 0.8372093023255814, 0.7904191616766467, 0.7682926829268293, -0.11635640084932541, 0.03472306214051496 , 0.1543778221254637  , -0.2094907407407407  , -0.0219907407407407  , 0.12152777777777779  , 0.014472075477131897 , 0.0001598033646550501 , 0.011255314058322754  ,      0.19,               0.42,           0.2 ,             0.63
0.8289473684210527, 0.743421052631579 , 0.743421052631579 , 0.8522727272727273, 0.7417218543046358, 0.7483870967741936, -0.12785346837070977, 0.11102403343782652 , 0.04854915199742782 , -0.1334498834498834  , 0.015151515151515138 , -0.036130536130536184, 0.012465750800618342 , 0.0029530603016576324 , 0.0001372584463556509 ,      0.95,               0.51,           0.38,             0.2
0.8092105263157895, 0.7828947368421053, 0.7631578947368421, 0.8284023668639053, 0.8070175438596491, 0.7804878048780488, -0.11999022482893462, 0.08046187683284456 , 0.06534090909090906 , -0.13440860215053763 , 0.0040322580645161255, 0.006048387096774244 , 0.009858797225464283 , 0.0017253030153501774 , 0.0010706672506316417 ,      0.35,               0.33,           0.5 ,             0.37
0.7763157894736842, 0.7236842105263158, 0.7368421052631579, 0.8               , 0.7341772151898734, 0.7560975609756098, -0.07997169946955429, 0.09343904413823367 , 0.06804802009791688 , -0.14919071076706547 , 0.03096410978184372  , -0.05207600281491909 , 0.005697079017144985 , 0.0026565394436475777 , 0.0005440293279007626 ,      0.3 ,               0.32,           0.32,             0.44
0.8092105263157895, 0.7828947368421053, 0.7960526315789473, 0.8361581920903954, 0.8135593220338984, 0.8268156424581006, -0.13891333685384022, -0.07111668524712   , -0.04937755481233741, -0.17391304347826086 , -0.16787439613526567 , -0.12439613526570048 , 0.016018139332886407 , 0.006565731790334686  , 0.0036119790343137584 ,      0.47,               0.29,           0.39,             0.28
0.8355263157894737, 0.7631578947368421, 0.75              , 0.8502994011976048, 0.7804878048780488, 0.7710843373493976, -0.06428105792512573, 0.031663252002235076, 0.07608493201713534 , -0.11813186813186816 , -0.08791208791208782 , -0.03296703296703296 , 0.004355184343554367 , 7.852707705923292e-08 , 0.0011635197231156782 ,      0.28,               0.26,           0.4 ,             0.44
0.8289473684210527, 0.7631578947368421, 0.7697368421052632, 0.8395061728395061, 0.7721518987341772, 0.779874213836478 , -0.2564484126984127 , 0.009202244116037206, 0.019618910782703836, -0.1875              , -0.00143678160919547 , 0.0193965517241379   , 0.03892157204650372  , 1.9668713236274073e-05, 0.00020135906528411172,      0.11,               0.1 ,           0.21,             0.2
0.8223684210526315, 0.7631578947368421, 0.7697368421052632, 0.8383233532934131, 0.7631578947368421, 0.7712418300653595, -0.17919580419580416, -0.06162587412587417, -0.04838772338772346, -0.15000000000000002 , 0.025000000000000022 , -0.1611111111111112  , 0.020021382468184336 , 0.0005447846860769456 , 0.003936763891656771  ,      0.12,               0.33,           0.29,             0.44
0.8157894736842105, 0.8026315789473685, 0.7828947368421053, 0.8461538461538461, 0.8333333333333334, 0.8156424581005587, 0.06691799982515967 , 0.04252775592272062 , 0.13921234373634062 , 0.0012195121951219523, -0.04756097560975603 , 0.0024390243902439046, 0.001029579252184551 , 5.215933120376406e-06 , 0.003754317186184372  ,      0.29,               0.46,           0.38,             0.81
0.8092105263157895, 0.7828947368421053, 0.8092105263157895, 0.8284023668639053, 0.7843137254901961, 0.8152866242038217, -0.04438405797101452, 0.020755693581780532, 0.08134057971014491 , 0.012422360248447228 , -0.003726708074534235, 0.03291925465838508  , 0.0006210472066438325, 0.0001313767786842036 , 0.003240620213402471  ,      0.29,               0.46,           0.18,             0.42
