Acc_lr,Acc_unweight,Acc_weighted,F1_lr,F1_unweight,F1_weighted,AOD_lr,AOD_unweight,AOD_weighted,EOD_lr,EOD_unweight,EOD_weighted,I_sep_lr,I_sep_bi,I_sep_weighted_bi,violate_r,violate_r_weighted,violate_comp_r,violate_comp_r_w
0.6662046021624619,0.668145273080122,0.6675907956750763,0.7157695939565628,0.6984126984126984,0.6971457438747158,-0.23939298191702374,-0.11104576359506702,-0.1099070356603421,-0.17447316103379729,-0.08873192219233617,-0.08366117023350095,0.018510271586604267,0.0038289120248017894,0.0036733298565966312,0.98,0.43,1.0,0.53
0.6714721375103965,0.674521763238148,0.6725810923204879,0.7169811320754716,0.7126774351443955,0.7007854066379529,-0.15354984938386496,-0.07821508376393893,-0.09055930819924618,-0.11431786870467908,-0.09071838803499244,-0.077193688662611,0.007666506472862145,0.0024243687300174017,0.0027142930337746263,0.88,0.32,0.97,0.62
0.6656501247574161,0.6650956473523704,0.6678680343775991,0.7154318074563474,0.6973947895791583,0.6986921529175051,-0.2677158075655114,-0.10161855471192571,-0.10242547611046093,-0.19954363130320896,-0.104640284404528,-0.10660492094676766,0.023409519140975787,0.003648761221745147,0.0037369908696507177,0.99,0.42,1.0,0.42
0.6692542278902135,0.6631549764347103,0.6648184086498475,0.7198872974876732,0.6952595936794582,0.7017024426350851,-0.3094679409263815,-0.10313101662831614,-0.10256130598888569,-0.2248989853641017,-0.10571967316153363,-0.10333722426745684,0.032127048495186085,0.00372573044978226,0.0036948271843206108,0.98,0.23,1.0,0.52
0.6808982533961742,0.6781258663709454,0.6808982533961742,0.7292401787814632,0.7040530206474637,0.7074968233799238,-0.30075655130265355,-0.10102427931966884,-0.09945516835276413,-0.19922572960095297,-0.08606016966981644,-0.07892194773600725,0.029591302786128364,0.0033563744822850614,0.0031775285272433126,0.99,0.52,1.0,0.62
0.6684225117826449,0.6675907956750763,0.6645411699473246,0.7111111111111111,0.7096149188665536,0.7006432459178624,-0.27142708886056777,-0.09041221366173113,-0.10080627901398709,-0.22128666345334935,-0.10664090325497677,-0.10442428301079298,0.02464367609424731,0.0032205686568235617,0.00365930074002432,0.98,0.47,1.0,0.37
0.6703631827003049,0.6606598281120044,0.6620460216246188,0.7175100974103112,0.6946107784431138,0.6944096264728002,-0.20801625564227944,-0.12799552597091246,-0.1296533106189265,-0.16582184285401613,-0.09935945137520974,-0.10395564310206473,0.014272794526634535,0.005013673046965529,0.00521778633855279,1.0,0.61,1.0,0.11
0.6772941502633768,0.6770169115608539,0.6775713889658996,0.7270168855534709,0.7069182389937106,0.7074213836477987,-0.20355711397070997,-0.09641439046002942,-0.09154430260983026,-0.1697311169781266,-0.11261818020914771,-0.11195592855351855,0.014467186690530808,0.0035744830673592465,0.0033125108618536985,0.97,0.28,1.0,0.28
0.6747990019406709,0.6723038536179651,0.6711948988078735,0.7215760740564918,0.704647676161919,0.7049751243781095,-0.27343655953948054,-0.10692207043520363,-0.10534583620827342,-0.21034081126247028,-0.09139616144224438,-0.08678786651136883,0.025536118731284838,0.003815208614867779,0.003646940488310288,0.95,0.61,1.0,0.21
0.6711948988078735,0.6717493762129193,0.6717493762129193,0.7180218735140276,0.704,0.7096615988229524,-0.22789586778033,-0.11027634681012277,-0.11284088593102282,-0.17254608210325328,-0.09003745318352052,-0.09885877946684296,0.017085322325115965,0.003910585180759954,0.004277943647974701,0.97,0.32,1.0,0.42
