weight_formula, fairness_lambda, MSE_lr              , MSE_unweight      , MSE_weight        , MSE_fairreg, spearman_lr        , spearman_unweighted, spearman_weighted  , spearman_fairreg, pearson_lr         , pearson_unweighted , pearson_weighted   , pearson_fairreg, I_sep_lr           , I_sep_bi            , I_sep_weighted_bi   , I_sep_fairreg_bi, violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1, 0.009617944283486266, 0.644681714745619 , 0.8750194962687622,            , 0.35645181118356234, 0.33656388366375295, 0.30311916484495144,                 , 0.36124581043114856, 0.32966291832027456, 0.2958810997912309 ,                , 0.11029117967497903, 0.029265387855894956, 0.01630101436729313 ,                 ,       1.0,                1.0,                  ,           0.97,             0.86, 
eq15          ,             0.1, 0.009232917177533863, 0.4359477940198508, 0.5918974948084523,            , 0.3853453102315789 , 0.32531950135244886, 0.34837836158025054,                 , 0.39242583487939503, 0.3302230070595261 , 0.3532894723635065 ,                , 0.13502769883557575, 0.03485920598294558 , 0.02380534510137906 ,                 ,       1.0,                1.0,                  ,           0.98,             0.95, 
eq15          ,             0.1, 0.008744342329493502, 0.6445013957282372, 0.5613589906818054,            , 0.400931832222214  , 0.3361054055657533 , 0.36762560065886296,                 , 0.41507591621894513, 0.3288592303148137 , 0.36319532154129874,                , 0.10950443530558437, 0.02983940871226786 , 0.010285833158771298,                 ,       1.0,                1.0,                  ,           0.97,             0.81, 
eq15          ,             0.1, 0.009035796643796886, 0.8780406554136061, 0.4962343392747263,            , 0.3748948331747524 , 0.32664958910871333, 0.3457549272050955 ,                 , 0.38294623595577837, 0.3319498177255268 , 0.3460251142521036 ,                , 0.11999544547976568, 0.04632491613427388 , 0.02546868735995651 ,                 ,       1.0,                1.0,                  ,           1.0 ,             0.95, 
eq15          ,             0.1, 0.00875217608155308 , 0.9059188312563116, 0.5012113228396522,            , 0.3897394636781377 , 0.35791263895366743, 0.37928387496405697,                 , 0.3986215492863585 , 0.3564841340974635 , 0.3782285367965453 ,                , 0.10425612385143805, 0.029576192744580697, 0.011360907368058141,                 ,       1.0,                1.0,                  ,           0.99,             0.8 , 
eq15          ,             0.1, 0.009571105828786244, 0.617631474122258 , 0.8053329106265233,            , 0.3846609154159496 , 0.4072950896464619 , 0.324641122814983  ,                 , 0.393472176473993  , 0.4005265473997276 , 0.3217996360580855 ,                , 0.1084577038635334 , 0.02029087405592269 , 0.01771990703934619 ,                 ,       1.0,                1.0,                  ,           0.94,             0.95, 
eq15          ,             0.1, 0.008918175599211372, 0.5412612337040643, 0.5793066643889633,            , 0.3860396139066277 , 0.3524551506132962 , 0.3341854244389224 ,                 , 0.39460608751859627, 0.348908860621724  , 0.33500035280686835,                , 0.11286103931153231, 0.033931771671023035, 0.020488095226817413,                 ,       1.0,                1.0,                  ,           0.99,             0.91, 
eq15          ,             0.1, 0.009137182825523133, 0.6198557362322595, 0.8955014710775804,            , 0.37157897700015896, 0.3078619099658489 , 0.30233318914728385,                 , 0.3774200681203745 , 0.30685817692246653, 0.30220561380852967,                , 0.09812328333528775, 0.024619638772524325, 0.011523499422103248,                 ,       1.0,                1.0,                  ,           0.97,             0.75, 
eq15          ,             0.1, 0.00888006966609595 , 0.517553376821318 , 0.6395065376303734,            , 0.36326505235577644, 0.3313275441796511 , 0.32843387435719396,                 , 0.3805885072295161 , 0.3355955943017732 , 0.33226051000385814,                , 0.1050643628666382 , 0.03091336338164559 , 0.02443780846665578 ,                 ,       1.0,                1.0,                  ,           0.98,             0.98, 
eq15          ,             0.1, 0.00905739860200931 , 0.588452862830459 , 0.6538670430218354,            , 0.3731581856495068 , 0.3176562669261582 , 0.3729509221828615 ,                 , 0.3846194966480049 , 0.3171829258979354 , 0.3746537932074485 ,                , 0.10167385295484893, 0.02358466239971776 , 0.007990619050793322,                 ,       1.0,                1.0,                  ,           0.96,             0.78, 
