fairness_lambda, num_comp_pairs_eval, Acc_lr            , Acc_unweight      , Acc_weighted      , Acc_fairreg, F1_lr             , F1_unweight       , F1_weighted       , F1_fairreg, AOD_lr             , AOD_unweight       , AOD_weighted       , AOD_fairreg, EOD_lr              , EOD_unweight       , EOD_weighted       , EOD_fairreg, I_sep_lr            , I_sep_bi             , I_sep_weighted_bi    , I_sep_fairreg_bi, violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
            0.1,                 145, 0.6625086625086625, 0.668052668052668 , 0.668052668052668 ,            , 0.7082085080886759, 0.6966434452184928, 0.6950986632718014,           , 0.16586189484798008, 0.13034289146768707, 0.12929418430254946,            , 0.08482058396922498 , 0.1013642765550441 , 0.10443337327363311,            , 0.01323871288074581 , 0.008398958238259877 , 0.008308286410080058 ,                 ,      0.94,               0.92,                  ,           0.42,             0.43, 
            0.1,                 145, 0.6632016632016632, 0.6701316701316701, 0.6715176715176715,            , 0.7127659574468085, 0.7021276595744681, 0.7022613065326633,           , 0.12764338740315384, 0.1285361809993888 , 0.1261316059370856 ,            , 0.10064627483551136 , 0.09507247881438419, 0.08855782083392816,            , 0.008015618830294214, 0.007783191801454351 , 0.0074006831552302765,                 ,      0.95,               0.95,                  ,           0.36,             0.34, 
            0.1,                 145, 0.6701316701316701, 0.6722106722106722, 0.6694386694386695,            , 0.7142857142857143, 0.7000634115409005, 0.6975269499048827,           , 0.14267485347873365, 0.14566706644636596, 0.14292176189147138,            , 0.08612012298212057 , 0.10915642359637845, 0.1079031026221825 ,            , 0.008625117489448742, 0.009414963063161053 , 0.009044977705308377 ,                 ,      0.95,               0.95,                  ,           0.38,             0.38, 
            0.1,                 145, 0.6694386694386695, 0.6611226611226612, 0.6632016632016632,            , 0.7152238805970149, 0.7012828344532682, 0.7036585365853658,           , 0.1402450947653583 , 0.07905505395832246, 0.090583795316452  ,            , 0.10528766775327036 , 0.09258004882660908, 0.10806767988936394,            , 0.00958614733295996 , 0.003345962335656368 , 0.004449302782441678 ,                 ,      0.61,               0.77,                  ,           0.19,             0.2 , 
            0.1,                 145, 0.681912681912682 , 0.6673596673596673, 0.665973665973666 ,            , 0.730791788856305 , 0.7026022304832714, 0.7009925558312655,           , 0.16042862315530915, 0.14845432532692016, 0.13599834693983498,            , 0.06877752149297545 , 0.06941968966240308, 0.05227773118054102,            , 0.011030767130190747, 0.008978397278517989 , 0.00724016210248998  ,                 ,      0.99,               0.98,                  ,           0.5 ,             0.48, 
            0.1,                 145, 0.6777546777546778, 0.6715176715176715, 0.6701316701316701,            , 0.7159437996334759, 0.6941935483870968, 0.6932989690721649,           , 0.11801088855071695, 0.15267840215081835, 0.14779773774020027,            , 0.08209136473029965 , 0.10736496581366417, 0.1017273483326342 ,            , 0.006742232516237179, 0.010851632137195383 , 0.010104304485969693 ,                 ,      0.98,               0.98,                  ,           0.5 ,             0.48, 
            0.1,                 145, 0.6999306999306999, 0.6784476784476784, 0.6798336798336798,            , 0.7524299599771298, 0.7177615571776156, 0.7182926829268292,           , 0.11653409689814687, 0.09841045471094911, 0.10276816341695172,            , 0.07712877985269906 , 0.10443817571448633, 0.10644218373051839,            , 0.006852986635060079, 0.005175734960839135 , 0.005596127605048566 ,                 ,      0.81,               0.85,                  ,           0.24,             0.24, 
            0.1,                 145, 0.6652806652806653, 0.6576576576576577, 0.6576576576576577,            , 0.7109515260323159, 0.6889168765743073, 0.6873417721518987,           , 0.18430658637812702, 0.15099220660871282, 0.15159013832931423,            , 0.15719189926601507 , 0.10647264529186462, 0.0984731064342168 ,            , 0.01676491855300928 , 0.01023670208931697  , 0.010091887985660668 ,                 ,      1.0 ,               1.0 ,                  ,           0.45,             0.46, 
            0.1,                 145, 0.665973665973666 , 0.6618156618156619, 0.6625086625086625,            , 0.713436385255648 , 0.6938519447929736, 0.6946708463949843,           , 0.12825792821254367, 0.08454882668217467, 0.08352423651824026,            , 0.029830014303003693, 0.03966332929915284, 0.03761414897128401,            , 0.007245257762835881, 0.0031902898932922277, 0.0031010101092919596,                 ,      0.7 ,               0.7 ,                  ,           0.27,             0.28, 
            0.1,                 145, 0.6645876645876646, 0.6687456687456688, 0.668052668052668 ,            , 0.7091346153846154, 0.6939820742637645, 0.6923570969813745,           , 0.13830225216146963, 0.14136239768730519, 0.1439225175695033 ,            , 0.057218539410658575, 0.09597040940969792, 0.09670468426181367,            , 0.0084976365343721  , 0.009334661747310936 , 0.00964249351478918  ,                 ,      0.96,               0.96,                  ,           0.42,             0.44, 
